"","Age","Marital_Status","Dependents","Education_Level","Employment_Type","Years_Employed","Housing_Status","Annual_Income","Credit_History_Length","Debt_to_Income_Ratio","Loan_Amount","Loan_Term","Interest_Rate","Purpose","Credit_Score","Credit_Utilization","Num_Past_Due_Payments","Num_Credit_Cards","Has_Mortgage","Savings_Account_Balance","Checking_Account_Balance","Past_Default","Co_Signer","Loan_Default"
"622",45,"Married",3,"HighSchool","Salaried",24,"Mortgage",114326,27,0.512,45103,84,13.46,"Home_Improvement",850,0.13,0,2,"Yes",16537,8877,"No","Yes","No"
"623",32,"Single",0,"Master","Salaried",10,"Own",103198,14,0.123,25327,60,11.08,"Auto",803,0.542,0,6,"No",15555,11085,"No","No","No"
"624",42,"Married",0,"HighSchool","Self_Employed",24,"Own",54616,24,0.95,41878,12,12.11,"Business",727,0.31,1,2,"No",1156,1822,"No","Yes","No"
"625",29,"Single",0,"Bachelor","Salaried",7,"Own",97483,11,0.476,118962,48,12.4,"Education",758,0.504,0,4,"No",7887,8646,"No","No","No"
"626",44,"Single",1,"Master","Salaried",21,"Mortgage",157032,26,0.401,28987,36,12.28,"Credit_Card",767,0.694,0,8,"Yes",38192,31930,"No","No","No"
"627",34,"Married",1,"Bachelor","Salaried",11,"Own",125753,16,0.43,17316,36,7.97,"Credit_Card",752,0.446,0,8,"Yes",51754,15582,"No","No","No"
"628",43,"Single",1,"PhD","Salaried",25,"Own",126957,25,0.554,78551,72,13.72,"Auto",775,0.614,0,10,"Yes",20918,12755,"No","No","No"
"629",42,"Married",3,"Bachelor","Salaried",23,"Rent",112605,24,0.35,84045,60,14.4,"Business",848,0.377,0,8,"No",8943,5163,"No","No","No"
"630",35,"Married",2,"HighSchool","Unemployed",1,"Mortgage",32151,8,0.95,21657,24,13.81,"Home_Improvement",656,0.559,0,0,"Yes",876,1538,"No","No","No"
"631",43,"Married",2,"Master","Self_Employed",21,"Own",137295,25,0.625,40209,48,10.27,"Home_Improvement",791,0.547,0,5,"Yes",24260,2374,"No","No","No"
"632",44,"Married",3,"Master","Self_Employed",24,"Mortgage",89459,26,0.568,34412,18,10.28,"Home_Improvement",805,0.408,0,6,"Yes",4671,7320,"No","Yes","No"
"633",36,"Single",4,"Bachelor","Salaried",17,"Mortgage",169769,18,0.916,78311,12,9.72,"Debt_Consolidation",756,0.322,1,8,"Yes",14944,17714,"No","No","No"
"634",50,"Single",0,"HighSchool","Self_Employed",30,"Mortgage",99027,32,0.539,46592,60,12.35,"Debt_Consolidation",831,0.2,0,3,"Yes",6228,4455,"No","No","No"
"635",52,"Single",0,"Bachelor","Self_Employed",33,"Mortgage",104805,34,0.386,17998,60,12.23,"Debt_Consolidation",763,0.665,0,12,"Yes",23442,16681,"No","No","No"
"636",31,"Separated",1,"Bachelor","Unemployed",1,"Own",49650,8,0.453,17238,18,13.14,"Debt_Consolidation",649,0.654,0,5,"No",3108,1053,"No","No","No"
"637",30,"Married",2,"Master","Self_Employed",11,"Mortgage",160637,12,0.727,59407,18,10.04,"Medical",799,0.676,0,15,"Yes",3535,4956,"No","No","No"
"638",43,"Single",1,"Master","Self_Employed",21,"Own",120031,25,0.745,57069,48,13.58,"Business",821,0.257,0,6,"Yes",809,15666,"No","Yes","No"
"639",29,"Single",0,"HighSchool","Salaried",9,"Own",44257,11,0.202,14093,60,10.99,"Auto",761,0.458,0,2,"No",1879,3583,"No","No","No"
"640",34,"Married",0,"Master","Salaried",14,"Mortgage",122576,16,0.53,40763,36,12.71,"Business",802,0.427,0,6,"Yes",3119,8819,"No","No","No"
"641",46,"Single",0,"Bachelor","Self_Employed",26,"Own",94966,28,0.37,13912,24,9.65,"Credit_Card",740,0.577,0,3,"Yes",2956,7596,"No","No","No"
"642",32,"Married",5,"Bachelor","Salaried",13,"Mortgage",71200,14,0.141,19520,60,11.5,"Personal",734,0.344,0,3,"No",9076,18704,"No","No","No"
"643",21,"Married",2,"HighSchool","Salaried",0,"Own",72813,3,0.358,33675,48,10.89,"Home_Improvement",804,0.23,0,4,"No",29252,9441,"No","No","No"
"644",45,"Single",1,"Master","Salaried",26,"Own",134182,27,0.379,39985,84,15.32,"Business",850,0.376,0,4,"Yes",27512,2056,"No","Yes","No"
"645",22,"Single",0,"Bachelor","Salaried",3,"Own",63146,4,0.591,11961,12,10.44,"Credit_Card",736,0.326,0,4,"No",6681,2093,"No","Yes","No"
"646",24,"Married",1,"Bachelor","Retired",0,"Own",31320,3,0.357,13116,36,12.13,"Business",727,0.802,1,1,"No",1679,3472,"No","Yes","No"
"647",21,"Divorced",1,"Other","Salaried",0,"Mortgage",58991,3,0.804,17244,18,9.49,"Personal",799,0.114,0,2,"Yes",1756,1857,"No","No","No"
"648",46,"Married",1,"Bachelor","Self_Employed",28,"Mortgage",96166,28,0.581,45164,24,10.09,"Home_Improvement",837,0.11,0,6,"Yes",190038,6651,"No","No","No"
"649",41,"Single",0,"Bachelor","Salaried",22,"Mortgage",88394,23,0.357,25765,12,9.44,"Auto",804,0.436,0,6,"No",6628,29265,"No","No","No"
"650",43,"Divorced",1,"HighSchool","Salaried",22,"Other",83404,25,0.607,36384,36,12.36,"Business",850,0.411,0,6,"Yes",4242,6445,"No","Yes","No"
"651",46,"Divorced",0,"PhD","Salaried",28,"Mortgage",263508,28,0.821,150000,60,14.07,"Business",816,0.356,0,8,"Yes",31593,24542,"No","Yes","No"
"652",38,"Separated",3,"HighSchool","Salaried",15,"Own",64652,20,0.154,14070,48,11.25,"Debt_Consolidation",850,0.089,1,7,"No",3823,4959,"No","No","No"
"653",27,"Single",1,"Master","Salaried",4,"Mortgage",145809,9,0.45,63837,60,11.46,"Education",800,0.185,0,11,"Yes",3225,5414,"No","Yes","No"
"654",44,"Married",2,"HighSchool","Salaried",24,"Own",55058,26,0.381,23403,48,11.25,"Debt_Consolidation",813,0.704,0,4,"Yes",15143,8047,"No","No","No"
"655",51,"Divorced",1,"HighSchool","Salaried",31,"Mortgage",89323,33,0.698,52859,24,10.62,"Education",850,0.441,0,5,"Yes",5507,3355,"No","Yes","No"
"656",23,"Married",0,"Bachelor","Student",1,"Mortgage",18957,5,0.317,5482,18,7.69,"Auto",770,0.418,0,2,"No",647,1359,"No","No","No"
"657",32,"Single",0,"HighSchool","Salaried",13,"Own",57810,14,0.764,29102,24,10.63,"Medical",789,0.622,1,1,"Yes",1114,3524,"No","Yes","No"
"658",35,"Single",1,"Bachelor","Salaried",12,"Mortgage",87242,15,0.2,17231,36,10.14,"Debt_Consolidation",746,0.445,0,7,"No",54007,6876,"No","No","No"
"659",25,"Single",2,"HighSchool","Salaried",6,"Mortgage",69231,7,0.586,39270,36,9.87,"Home_Improvement",773,0.472,0,2,"No",2825,2381,"No","Yes","No"
"660",45,"Single",1,"HighSchool","Unemployed",1,"Own",11835,7,0.646,3335,12,14.61,"Credit_Card",605,0.747,2,1,"No",65,2060,"No","Yes","Yes"
"661",32,"Married",0,"PhD","Self_Employed",12,"Mortgage",105599,14,0.617,32362,24,9.44,"Home_Improvement",838,0.572,0,4,"Yes",17548,9137,"No","No","No"
"662",51,"Single",0,"HighSchool","Self_Employed",32,"Mortgage",137363,33,0.593,43933,48,12.56,"Medical",806,0.743,1,11,"Yes",27388,6749,"No","No","No"
"663",39,"Married",0,"PhD","Salaried",19,"Mortgage",150088,21,0.733,76424,24,9.94,"Home_Improvement",802,0.389,0,4,"Yes",3666,6976,"No","No","No"
"664",45,"Married",1,"HighSchool","Salaried",23,"Mortgage",58786,25,0.821,33260,24,9.01,"Home_Improvement",817,0.5,0,4,"Yes",1428,4578,"No","No","No"
"665",54,"Single",0,"Master","Salaried",36,"Mortgage",172364,36,0.558,90781,48,10.99,"Home_Improvement",850,0.042,0,11,"Yes",23681,16935,"No","No","No"
"666",41,"Single",0,"HighSchool","Salaried",19,"Own",67676,23,0.239,17897,36,12.21,"Credit_Card",704,0.751,0,9,"No",58108,1464,"No","No","No"
"667",49,"Widowed",0,"Bachelor","Self_Employed",26,"Own",134187,29,0.815,20460,12,10.54,"Medical",839,0.637,0,10,"Yes",6682,5814,"No","No","No"
"668",40,"Single",1,"Master","Salaried",19,"Own",136075,22,0.397,46550,72,12.25,"Debt_Consolidation",797,0.38,0,2,"Yes",8261,29182,"No","No","No"
"669",23,"Married",2,"HighSchool","Salaried",2,"Own",37791,5,0.464,7535,24,12.89,"Vacation",770,0.371,1,2,"No",5357,2358,"No","No","No"
"670",38,"Single",1,"Bachelor","Salaried",18,"Own",134884,20,0.589,98983,36,9.1,"Home_Improvement",824,0.501,0,4,"Yes",4715,10575,"No","No","No"
"671",45,"Divorced",1,"Bachelor","Unemployed",1,"Mortgage",32061,5,0.388,5361,24,10.01,"Debt_Consolidation",742,0.119,0,4,"Yes",3811,2220,"No","No","No"
"672",43,"Single",0,"HighSchool","Salaried",24,"Mortgage",95890,25,0.586,20715,60,11.85,"Education",729,0.454,0,7,"Yes",74756,28981,"No","No","No"
"673",36,"Married",1,"Bachelor","Salaried",16,"Mortgage",134353,18,0.161,40625,48,10.14,"Auto",849,0.225,0,11,"No",28354,3881,"No","No","No"
"674",26,"Married",2,"PhD","Salaried",3,"Mortgage",107596,8,0.618,18580,12,10.67,"Credit_Card",775,0.255,0,8,"Yes",8443,9048,"No","No","No"
"675",44,"Single",0,"Bachelor","Salaried",23,"Own",131120,25,0.601,45937,60,11.06,"Auto",791,0.711,0,6,"Yes",26813,16566,"No","No","No"
"676",29,"Single",1,"HighSchool","Self_Employed",10,"Own",55231,11,0.111,8754,36,9.72,"Credit_Card",771,0.262,2,3,"No",2191,2262,"No","No","No"
"677",25,"Married",1,"PhD","Self_Employed",6,"Own",129391,7,0.613,42498,36,10.7,"Debt_Consolidation",741,0.669,0,8,"Yes",8664,13710,"No","No","No"
"678",44,"Single",1,"Bachelor","Self_Employed",23,"Rent",75267,25,0.924,70886,36,14.83,"Business",706,0.697,0,1,"Yes",11083,4297,"No","No","No"
"679",26,"Single",1,"Bachelor","Self_Employed",6,"Mortgage",94461,8,0.34,14942,12,10.46,"Vacation",768,0.403,0,5,"No",11400,1404,"No","No","No"
"680",40,"Married",4,"Master","Salaried",17,"Own",155338,22,0.457,91536,60,11.75,"Auto",808,0.47,0,6,"Yes",43236,12534,"No","No","No"
"681",38,"Married",2,"HighSchool","Self_Employed",19,"Own",81696,20,0.263,31508,60,14.4,"Home_Improvement",722,0.638,0,4,"No",1724,7877,"No","No","No"
"682",25,"Single",2,"HighSchool","Salaried",5,"Own",51252,7,0.434,11286,18,9.54,"Vacation",827,0.319,0,4,"Yes",2816,2988,"No","No","No"
"683",50,"Married",1,"Other","Student",1,"Mortgage",18657,4,0.604,11615,36,13.3,"Home_Improvement",680,0.401,1,2,"Yes",2408,556,"No","No","No"
"684",32,"Married",3,"Bachelor","Salaried",11,"Own",104604,14,0.136,39355,84,13.87,"Home_Improvement",683,0.701,0,9,"No",4127,14050,"No","No","No"
"685",50,"Single",0,"Bachelor","Salaried",32,"Mortgage",183401,32,0.476,25195,24,9.99,"Credit_Card",793,0.469,1,9,"Yes",14218,16407,"No","No","No"
"686",33,"Divorced",0,"Bachelor","Salaried",12,"Mortgage",76874,15,0.559,33105,48,10.64,"Debt_Consolidation",850,0.259,0,4,"Yes",3718,6502,"No","No","No"
"687",32,"Divorced",0,"HighSchool","Unemployed",0,"Mortgage",19425,7,0.357,8307,36,12.83,"Debt_Consolidation",668,0.524,2,1,"No",1136,2049,"No","Yes","Yes"
"688",38,"Married",4,"HighSchool","Salaried",16,"Own",106994,20,0.325,33778,60,12.06,"Home_Improvement",776,0.543,0,5,"Yes",2136,16223,"No","No","No"
"689",34,"Married",3,"Bachelor","Salaried",14,"Own",136015,16,0.432,72480,24,9.2,"Auto",725,0.266,0,7,"No",4676,4155,"No","No","No"
"690",34,"Married",1,"HighSchool","Salaried",15,"Mortgage",65812,16,0.539,28927,24,8.3,"Auto",826,0.401,0,1,"Yes",8071,10947,"No","No","No"
"691",29,"Married",0,"HighSchool","Salaried",8,"Rent",84516,11,0.799,53151,48,10.58,"Education",734,0.556,0,5,"Yes",27532,3970,"No","No","No"
"692",26,"Married",0,"HighSchool","Self_Employed",8,"Own",38651,8,0.335,17520,24,12.23,"Business",755,0.585,0,2,"No",5715,7045,"No","Yes","No"
"693",44,"Married",5,"Bachelor","Salaried",19,"Mortgage",110065,24,0.489,116824,84,15.34,"Home_Improvement",796,0.689,0,9,"No",5558,6633,"No","No","No"
"694",30,"Single",1,"HighSchool","Self_Employed",9,"Own",102651,12,0.154,22275,36,12.99,"Credit_Card",654,0.543,0,6,"No",4089,2213,"No","Yes","No"
"695",24,"Married",3,"Bachelor","Salaried",4,"Mortgage",70038,6,0.325,26138,24,11.33,"Debt_Consolidation",691,0.645,0,8,"No",2097,10258,"No","No","No"
"696",33,"Married",2,"Bachelor","Salaried",10,"Mortgage",126815,15,0.531,22164,18,10.05,"Credit_Card",774,0.281,1,9,"Yes",127065,3979,"No","No","No"
"697",30,"Single",1,"Bachelor","Salaried",11,"Mortgage",87072,12,0.256,13922,48,13.19,"Credit_Card",709,0.574,0,5,"Yes",7651,2959,"No","No","No"
"698",21,"Married",1,"Master","Salaried",1,"Own",131637,3,0.398,48519,18,10.5,"Auto",691,0.336,0,13,"No",41289,6660,"No","Yes","No"
"699",35,"Single",0,"Bachelor","Self_Employed",16,"Mortgage",154316,17,0.608,50472,48,10.37,"Debt_Consolidation",818,0.292,0,8,"Yes",15110,8837,"No","No","No"
"700",40,"Married",1,"Master","Self_Employed",21,"Own",120621,22,0.357,28699,72,12.64,"Home_Improvement",849,0.123,0,11,"Yes",48135,3939,"No","No","No"
"701",41,"Single",1,"HighSchool","Salaried",18,"Own",49360,23,0.433,45396,48,10.25,"Auto",834,0.617,0,4,"No",38678,9293,"No","Yes","No"
"702",42,"Divorced",2,"Bachelor","Salaried",23,"Mortgage",148968,24,0.95,61464,12,9.61,"Credit_Card",850,0.099,0,10,"Yes",6610,8090,"No","No","No"
"703",28,"Single",0,"HighSchool","Self_Employed",8,"Rent",64475,10,0.203,13324,48,10.74,"Personal",808,0.333,0,5,"No",3727,12838,"No","No","No"
"704",35,"Single",1,"Bachelor","Salaried",11,"Mortgage",264767,17,0.484,146333,60,9.06,"Auto",794,0.501,0,7,"Yes",19645,23339,"No","No","No"
"705",28,"Married",2,"Bachelor","Self_Employed",7,"Own",224543,9,0.95,150000,36,13.6,"Business",789,0.192,0,12,"Yes",35121,15998,"No","No","No"
"706",32,"Single",0,"HighSchool","Self_Employed",10,"Mortgage",55680,14,0.765,30111,18,10.99,"Credit_Card",751,0.64,0,3,"Yes",5339,9949,"No","No","No"
"707",26,"Married",3,"Bachelor","Salaried",6,"Own",182117,8,0.75,63443,36,8.96,"Education",752,0.772,0,6,"Yes",6522,6952,"No","No","Yes"
"708",27,"Married",0,"Bachelor","Salaried",8,"Mortgage",94036,9,0.634,29282,18,8.12,"Home_Improvement",838,0.343,0,5,"Yes",11389,11319,"No","Yes","No"
"709",44,"Single",1,"Bachelor","Salaried",19,"Own",93906,21,0.524,43777,48,10.55,"Education",850,0.549,0,4,"Yes",4852,7532,"No","Yes","No"
"710",35,"Married",0,"Bachelor","Salaried",17,"Mortgage",90300,17,0.329,37333,24,8.85,"Home_Improvement",830,0.665,0,1,"No",7131,2330,"No","No","No"
"711",35,"Married",2,"HighSchool","Salaried",17,"Mortgage",95510,17,0.715,34703,48,10.36,"Debt_Consolidation",780,0.59,0,2,"Yes",3801,7732,"No","Yes","No"
"712",55,"Married",1,"Bachelor","Salaried",35,"Own",154399,37,0.57,73028,24,8.88,"Home_Improvement",850,0.238,0,11,"Yes",69100,8989,"No","No","No"
"713",37,"Married",2,"HighSchool","Salaried",16,"Mortgage",54151,19,0.654,29231,12,10.42,"Debt_Consolidation",835,0.332,1,3,"No",1412,9087,"No","Yes","No"
"714",33,"Single",1,"HighSchool","Salaried",11,"Mortgage",86546,15,0.49,27139,48,10.11,"Auto",835,0.109,0,6,"Yes",8678,9729,"No","No","No"
"715",45,"Married",2,"Bachelor","Self_Employed",24,"Own",71027,27,0.949,76991,36,13.78,"Business",765,0.467,1,3,"Yes",2076,1176,"No","Yes","No"
"716",33,"Married",4,"HighSchool","Salaried",8,"Own",94390,12,0.508,24040,36,7.97,"Home_Improvement",825,0.14,0,4,"Yes",9496,3344,"No","No","No"
"717",52,"Widowed",0,"HighSchool","Unemployed",0,"Mortgage",40845,7,0.65,29697,60,13.61,"Home_Improvement",714,0.501,0,1,"Yes",2030,1797,"No","Yes","No"
"718",34,"Married",4,"Bachelor","Retired",0,"Own",29944,5,0.348,26461,48,15.48,"Business",690,0.097,1,4,"No",282,5796,"No","No","No"
"719",32,"Married",1,"HighSchool","Salaried",14,"Own",99482,14,0.528,32625,36,10.36,"Home_Improvement",768,0.717,0,4,"Yes",19174,17996,"No","No","No"
"720",26,"Divorced",2,"Bachelor","Salaried",6,"Mortgage",105877,8,0.925,150000,36,14.51,"Business",792,0.529,0,6,"No",12180,12192,"No","No","Yes"
"721",41,"Single",2,"Bachelor","Unemployed",1,"Mortgage",34315,5,0.753,11654,12,10.19,"Personal",824,0.224,2,3,"Yes",2760,863,"No","No","No"
"722",53,"Married",1,"Bachelor","Salaried",29,"Mortgage",158223,35,0.37,45017,36,11.26,"Debt_Consolidation",763,0.499,1,5,"Yes",10031,9308,"No","No","No"
"723",34,"Separated",0,"Bachelor","Salaried",16,"Mortgage",80997,16,0.229,19589,60,11.32,"Debt_Consolidation",849,0.628,0,6,"Yes",16469,2925,"No","No","No"
"724",41,"Married",3,"HighSchool","Salaried",19,"Mortgage",69271,23,0.268,38534,84,13.37,"Debt_Consolidation",812,0.109,0,3,"No",19331,7025,"No","No","No"
"725",41,"Single",2,"Master","Salaried",22,"Mortgage",169609,23,0.853,74474,18,10,"Home_Improvement",801,0.355,0,6,"Yes",1443,21609,"No","No","Yes"
"726",52,"Married",1,"Bachelor","Salaried",32,"Own",96035,34,0.415,52949,48,10.63,"Home_Improvement",828,0.372,0,8,"Yes",8863,26368,"No","No","No"
"727",45,"Married",3,"HighSchool","Salaried",23,"Mortgage",76400,27,0.474,16857,12,11.25,"Credit_Card",818,0.506,0,5,"Yes",14692,5182,"No","No","No"
"728",27,"Married",2,"Bachelor","Salaried",8,"Mortgage",95119,9,0.522,56084,48,11.45,"Education",850,0.374,0,1,"Yes",6247,9733,"No","No","No"
"729",31,"Single",0,"HighSchool","Salaried",10,"Own",83426,13,0.43,20813,36,9.75,"Home_Improvement",728,0.578,0,7,"No",3364,2824,"No","No","No"
"730",31,"Single",1,"HighSchool","Unemployed",1,"Mortgage",43369,9,0.95,16099,18,11.39,"Home_Improvement",675,0.365,1,2,"Yes",2271,2247,"No","Yes","No"
"731",39,"Separated",5,"Master","Salaried",20,"Own",187694,21,0.302,83628,24,9.85,"Auto",823,0.265,1,11,"No",35747,7126,"No","No","No"
"732",38,"Married",1,"HighSchool","Self_Employed",18,"Mortgage",54114,20,0.673,26771,48,9.67,"Auto",842,0.135,0,4,"Yes",614,1441,"No","No","No"
"733",42,"Single",0,"HighSchool","Self_Employed",21,"Own",90543,24,0.95,100287,24,11.94,"Business",850,0.025,1,12,"Yes",2593,7322,"No","No","Yes"
"734",31,"Married",5,"Master","Student",0,"Mortgage",31511,3,0.119,7951,60,13.26,"Personal",677,0.319,0,2,"No",343,5502,"No","No","No"
"735",34,"Married",5,"Bachelor","Self_Employed",12,"Mortgage",91483,16,0.674,65221,60,13.34,"Education",818,0.859,0,4,"Yes",26863,7975,"No","No","Yes"
"736",45,"Married",0,"Bachelor","Retired",0,"Mortgage",65758,7,0.561,17301,36,12.98,"Credit_Card",663,0.576,0,5,"Yes",65090,3286,"No","Yes","No"
"737",37,"Divorced",1,"Bachelor","Self_Employed",19,"Mortgage",123993,19,0.577,51552,36,10.59,"Personal",738,0.21,2,7,"Yes",11715,23815,"No","No","No"
"738",31,"Divorced",4,"Master","Self_Employed",12,"Mortgage",144281,13,0.699,99044,24,9.79,"Auto",735,0.491,0,3,"Yes",23614,7951,"No","No","No"
"739",48,"Separated",1,"Master","Salaried",25,"Own",115734,30,0.424,67966,36,11.4,"Home_Improvement",689,0.602,1,7,"No",35427,5317,"No","No","No"
"740",38,"Single",3,"Bachelor","Salaried",18,"Mortgage",143021,20,0.412,53294,36,8.78,"Debt_Consolidation",850,0.284,0,7,"No",3108,5764,"No","No","No"
"741",29,"Married",1,"Bachelor","Salaried",10,"Mortgage",115395,11,0.589,44442,60,12.26,"Home_Improvement",752,0.149,0,13,"Yes",3493,2294,"No","No","No"
"742",55,"Married",1,"Bachelor","Unemployed",1,"Mortgage",44471,8,0.522,15485,48,11.46,"Personal",745,0.12,2,6,"Yes",3694,7007,"No","Yes","No"
"743",26,"Single",0,"Master","Salaried",4,"Mortgage",42118,8,0.366,28067,36,9.87,"Auto",746,0.839,0,2,"No",4475,5590,"No","No","No"
"744",21,"Single",1,"Bachelor","Self_Employed",0,"Own",96717,3,0.489,17449,48,12.44,"Personal",669,0.311,1,9,"Yes",9564,2996,"No","No","No"
"745",21,"Single",0,"Bachelor","Student",1,"Mortgage",13840,3,0.541,3445,24,9.63,"Home_Improvement",725,0.534,0,1,"No",101,999,"No","Yes","No"
"746",45,"Married",1,"Master","Self_Employed",26,"Mortgage",188963,27,0.486,92157,36,11.26,"Business",850,0.145,0,6,"Yes",63009,15840,"No","No","No"
"747",33,"Single",0,"PhD","Salaried",14,"Mortgage",189095,15,0.475,109872,36,10.31,"Home_Improvement",824,0.332,0,12,"Yes",32727,18583,"No","No","No"
"748",35,"Married",4,"HighSchool","Salaried",17,"Rent",55601,17,0.556,26811,60,12.13,"Debt_Consolidation",821,0.18,0,3,"Yes",4786,1368,"No","Yes","No"
"749",41,"Single",1,"HighSchool","Salaried",21,"Mortgage",52875,23,0.746,13982,36,10.37,"Home_Improvement",746,0.354,0,5,"Yes",2561,5995,"No","No","No"
"750",33,"Single",1,"Bachelor","Self_Employed",14,"Mortgage",148781,15,0.719,100337,18,11.69,"Credit_Card",850,0.267,0,6,"No",578,11140,"No","Yes","No"
"751",22,"Single",0,"Bachelor","Student",0,"Mortgage",20932,4,0.691,9545,60,12.38,"Home_Improvement",705,0.814,1,4,"No",419,179,"No","No","No"
"752",21,"Single",0,"HighSchool","Student",1,"Rent",16050,3,0.446,8363,24,9.27,"Home_Improvement",721,0.343,1,5,"No",119,893,"No","No","No"
"753",35,"Single",0,"HighSchool","Unemployed",1,"Other",34524,4,0.34,14091,36,11.03,"Debt_Consolidation",686,0.384,1,1,"No",1550,4451,"No","Yes","No"
"754",40,"Married",0,"HighSchool","Salaried",21,"Own",96715,22,0.499,43225,48,8.91,"Auto",822,0.43,0,5,"Yes",1861,2160,"No","No","No"
"755",21,"Married",1,"Master","Self_Employed",0,"Own",49787,3,0.75,43894,18,11.56,"Education",669,0.376,1,3,"No",1139,1681,"No","Yes","No"
"756",41,"Single",1,"HighSchool","Salaried",22,"Mortgage",36630,23,0.637,40698,36,13.33,"Business",759,0.551,0,3,"No",4949,2366,"No","Yes","No"
"757",42,"Married",2,"Bachelor","Unemployed",2,"Rent",43748,9,0.809,18259,24,8.88,"Debt_Consolidation",752,0.405,0,10,"Yes",1948,6450,"No","No","No"
"758",51,"Married",0,"Other","Self_Employed",29,"Mortgage",108690,32,0.792,27196,18,10.74,"Credit_Card",788,0.145,0,7,"Yes",1214,3111,"Yes","No","No"
"759",40,"Single",0,"Bachelor","Salaried",16,"Mortgage",117836,19,0.33,33479,36,10.46,"Personal",840,0.22,0,3,"Yes",2058,15486,"No","No","No"
"760",40,"Married",4,"Bachelor","Salaried",16,"Mortgage",72617,20,0.782,42095,72,14.07,"Home_Improvement",808,0.337,0,4,"Yes",10749,2014,"No","No","No"
"761",44,"Single",2,"HighSchool","Self_Employed",25,"Mortgage",102392,26,0.856,37684,24,9.38,"Home_Improvement",834,0.246,0,11,"Yes",7000,4862,"No","No","No"
"762",38,"Divorced",2,"Bachelor","Salaried",16,"Own",115495,19,0.454,34677,48,9.65,"Auto",787,0.15,0,5,"Yes",11473,2635,"No","No","No"
"763",37,"Married",2,"HighSchool","Salaried",16,"Own",81828,19,0.524,34386,84,15.06,"Business",786,0.485,0,7,"Yes",6127,5166,"No","No","No"
"764",39,"Married",3,"PhD","Salaried",20,"Own",109363,21,0.738,31299,24,9.51,"Debt_Consolidation",822,0.428,0,11,"Yes",95096,5662,"No","No","No"
"765",45,"Married",2,"HighSchool","Salaried",23,"Mortgage",92505,27,0.751,32020,24,8.82,"Education",850,0.387,0,4,"Yes",822,10618,"No","Yes","No"
"766",34,"Married",2,"Bachelor","Salaried",14,"Own",109761,16,0.34,39441,72,13.28,"Debt_Consolidation",772,0.79,0,6,"No",71344,11739,"No","No","No"
"767",33,"Married",1,"Bachelor","Salaried",13,"Mortgage",140388,15,0.861,94005,36,10.42,"Auto",833,0.496,0,7,"Yes",27408,12071,"No","No","No"
"768",29,"Married",3,"HighSchool","Salaried",9,"Mortgage",66259,11,0.881,17921,24,9.48,"Auto",781,0.723,0,5,"Yes",1246,7657,"No","No","Yes"
"769",28,"Single",0,"Bachelor","Salaried",8,"Rent",169793,10,0.588,26680,36,9.64,"Credit_Card",780,0.19,0,5,"Yes",84019,35664,"No","No","No"
"770",41,"Single",2,"Master","Salaried",17,"Mortgage",224575,23,0.519,77611,60,11.05,"Home_Improvement",850,0.081,0,9,"Yes",62517,14917,"No","No","No"
"771",53,"Married",1,"PhD","Self_Employed",35,"Mortgage",355727,35,0.577,150000,72,12.64,"Medical",816,0.298,0,12,"Yes",14246,26103,"No","No","No"
"772",28,"Single",1,"Bachelor","Self_Employed",6,"Mortgage",128140,10,0.512,61418,72,13.49,"Debt_Consolidation",738,0.485,1,9,"Yes",17528,10674,"No","No","No"
"773",36,"Single",0,"Bachelor","Salaried",14,"Own",71548,17,0.415,18256,48,11.85,"Medical",761,0.87,0,2,"Yes",6405,9068,"No","Yes","No"
"774",28,"Single",1,"Master","Salaried",9,"Own",72165,10,0.275,24550,24,11.66,"Debt_Consolidation",824,0.522,0,1,"No",381,6370,"No","No","No"
"775",47,"Single",1,"Master","Self_Employed",26,"Own",314630,29,0.5,69649,18,11,"Debt_Consolidation",722,0.448,0,9,"No",15037,5552,"No","No","No"
"776",35,"Single",1,"Master","Self_Employed",16,"Mortgage",122522,17,0.643,64800,48,14.3,"Business",850,0.094,0,6,"Yes",3743,20621,"No","No","No"
"777",40,"Married",0,"Bachelor","Salaried",22,"Own",209946,22,0.522,74464,84,15.13,"Debt_Consolidation",755,0.824,1,11,"Yes",252695,44274,"No","No","No"
"778",41,"Married",3,"Bachelor","Salaried",20,"Mortgage",94439,23,0.844,62500,24,9.16,"Home_Improvement",850,0.025,0,7,"Yes",63378,10821,"No","No","No"
"779",27,"Single",1,"Bachelor","Salaried",8,"Own",59698,9,0.409,15419,36,8.98,"Auto",745,0.443,0,5,"No",8975,9342,"No","No","No"
"780",37,"Married",1,"Bachelor","Self_Employed",17,"Mortgage",157406,19,0.489,76469,48,11.8,"Home_Improvement",832,0.13,0,8,"Yes",15301,7900,"No","No","No"
"781",36,"Married",1,"HighSchool","Salaried",16,"Own",96890,18,0.883,46169,24,8.99,"Auto",819,0.758,0,9,"Yes",1442,13684,"No","Yes","No"
"782",45,"Single",0,"HighSchool","Salaried",22,"Rent",51243,27,0.624,20726,12,11.15,"Debt_Consolidation",793,0.518,0,2,"No",56018,2767,"No","No","No"
"783",26,"Married",4,"Other","Salaried",6,"Own",65342,8,0.235,15971,60,10.66,"Auto",785,0.46,0,4,"No",4472,2450,"No","No","No"
"784",26,"Single",0,"Other","Self_Employed",5,"Own",51355,8,0.461,6054,48,12.35,"Vacation",777,0.527,0,7,"No",2140,8932,"No","No","No"
