case:concept:name,concept:name,time:timestamp,human_resource,org:role,lifecycle:transition,concept:instance
1-737380741,Accepted,2012-05-03 11:50:51,Vittal,G40,start,i_356
1-737380741,Accepted,2012-05-03 11:50:51,Vittal,G40,complete,i_356
1-737380741,Queued,2012-05-03 11:58:43,Vittal,G97,start,i_357
1-737380741,Queued,2012-05-03 11:58:43,Vittal,G97,complete,i_357
1-737380741,Queued,2012-05-03 11:58:44,Vittal,G97,start,i_358
1-737380741,Queued,2012-05-03 11:58:44,Vittal,G97,complete,i_358
1-737380741,Accepted,2012-05-03 13:21:44,Tomasz,G97,start,i_359
1-737380741,Accepted,2012-05-03 13:21:44,Tomasz,G97,complete,i_359
1-737380741,Accepted,2012-05-03 13:21:49,Tomasz,G97,start,i_360
1-737380741,Accepted,2012-05-03 13:21:49,Tomasz,G97,complete,i_360
1-737380741,Accepted,2012-05-03 14:56:58,Pawel,G97,start,i_361
1-737380741,Accepted,2012-05-03 14:56:58,Pawel,G97,complete,i_361
1-737380741,Accepted,2012-05-03 15:00:18,Pawel,G97,start,i_362
1-737380741,Accepted,2012-05-03 15:00:18,Pawel,G97,complete,i_362
1-737380741,Completed,2012-05-03 15:00:36,Pawel,G97,start,i_363
1-737380741,Completed,2012-05-03 15:00:36,Pawel,G97,complete,i_363
1-737380741,Completed,2012-05-10 23:21:03,Siebel,G97,start,i_364
1-737380741,Completed,2012-05-10 23:21:03,Siebel,G97,complete,i_364
1-737422318,Queued,2012-05-01 23:03:32,Siebel,G76,start,i_365
1-737422318,Queued,2012-05-01 23:03:32,Siebel,G76,complete,i_365
1-737422318,Accepted,2012-05-02 00:03:31,Johan,G76,start,i_366
1-737422318,Accepted,2012-05-02 00:03:31,Johan,G76,complete,i_366
1-737422318,Queued,2012-05-02 00:05:21,Johan,G358 2nd,start,i_367
1-737422318,Queued,2012-05-02 00:05:21,Johan,G358 2nd,complete,i_367
1-737422318,Accepted,2012-05-02 06:50:54,Peter,G358 2nd,start,i_368
1-737422318,Accepted,2012-05-02 06:50:54,Peter,G358 2nd,complete,i_368
1-737422318,Queued,2012-05-02 06:51:17,Peter,S9 3rd,start,i_369
1-737422318,Queued,2012-05-02 06:51:17,Peter,S9 3rd,complete,i_369
1-737422318,Completed,2012-05-02 15:13:23,Partner,G358 2nd,start,i_370
1-737422318,Completed,2012-05-02 15:13:23,Partner,G358 2nd,complete,i_370
1-737422318,Completed,2012-05-02 23:04:35,Siebel,G358 2nd,start,i_371
1-737422318,Completed,2012-05-02 23:04:35,Siebel,G358 2nd,complete,i_371
1-738156214,Accepted,2012-05-02 06:22:21,Emil,D7,start,i_372
1-738156214,Accepted,2012-05-02 06:22:21,Emil,D7,complete,i_372
1-738156214,Accepted,2012-05-02 06:22:35,Emil,D7,start,i_373
1-738156214,Accepted,2012-05-02 06:22:35,Emil,D7,complete,i_373
1-738156214,Accepted,2012-05-02 06:36:11,Emil,D7,start,i_374
1-738156214,Accepted,2012-05-02 06:36:11,Emil,D7,complete,i_374
1-738156214,Completed,2012-05-02 14:24:48,Emil,D7,start,i_375
1-738156214,Completed,2012-05-02 14:24:48,Emil,D7,complete,i_375
1-738156214,Completed,2012-05-02 14:24:50,Emil,D7,start,i_376
1-738156214,Completed,2012-05-02 14:24:50,Emil,D7,complete,i_376
1-738167144,Accepted,2012-05-02 07:07:51,Przemyslaw,G96,start,i_377
1-738167144,Accepted,2012-05-02 07:07:51,Przemyslaw,G96,complete,i_377
1-738167144,Accepted,2012-05-02 07:07:58,Przemyslaw,G96,start,i_378
1-738167144,Accepted,2012-05-02 07:07:58,Przemyslaw,G96,complete,i_378
1-738167144,Completed,2012-05-02 07:17:01,Przemyslaw,G96,start,i_379
1-738167144,Completed,2012-05-02 07:17:01,Przemyslaw,G96,complete,i_379
1-738201516,Accepted,2012-05-02 08:30:45,Agoritsa,G348 2nd,start,i_380
1-738201516,Accepted,2012-05-02 08:30:45,Agoritsa,G348 2nd,complete,i_380
1-738201516,Accepted,2012-05-02 08:30:58,Agoritsa,G348 2nd,start,i_381
1-738201516,Accepted,2012-05-02 08:30:58,Agoritsa,G348 2nd,complete,i_381
1-738201516,Completed,2012-05-02 08:31:29,Agoritsa,G348 2nd,start,i_382
1-738201516,Completed,2012-05-02 08:31:29,Agoritsa,G348 2nd,complete,i_382
1-738201516,Completed,2012-05-09 23:14:24,Siebel,G348 2nd,start,i_383
1-738201516,Completed,2012-05-09 23:14:24,Siebel,G348 2nd,complete,i_383
1-738259978,Accepted,2012-05-02 08:27:02,Marcus,S42,start,i_384
1-738259978,Accepted,2012-05-02 08:27:02,Marcus,S42,complete,i_384
1-738259978,Accepted,2012-05-02 08:27:15,Marcus,S42,start,i_385
1-738259978,Accepted,2012-05-02 08:27:15,Marcus,S42,complete,i_385
1-738259978,Completed,2012-05-02 08:32:54,Marcus,S42,start,i_386
1-738259978,Completed,2012-05-02 08:32:54,Marcus,S42,complete,i_386
1-738276140,Accepted,2012-05-02 09:00:15,Piotr,G96,start,i_387
1-738276140,Accepted,2012-05-02 09:00:15,Piotr,G96,complete,i_387
1-738276140,Accepted,2012-05-02 09:06:54,Piotr,G96,start,i_388
1-738276140,Accepted,2012-05-02 09:06:54,Piotr,G96,complete,i_388
1-738276140,Accepted,2012-05-02 09:22:59,Piotr,G96,start,i_389
1-738276140,Accepted,2012-05-02 09:22:59,Piotr,G96,complete,i_389
1-738276140,Accepted,2012-05-02 13:25:14,Piotr,G96,start,i_390
1-738276140,Accepted,2012-05-02 13:25:14,Piotr,G96,complete,i_390
1-738276140,Completed,2012-05-02 13:25:32,Piotr,G96,start,i_391
1-738276140,Completed,2012-05-02 13:25:32,Piotr,G96,complete,i_391
1-738282725,Accepted,2012-05-02 09:04:44,Malin,S36,start,i_392
1-738282725,Accepted,2012-05-02 09:04:44,Malin,S36,complete,i_392
1-738282725,Accepted,2012-05-02 09:06:30,Malin,S36,start,i_393
1-738282725,Accepted,2012-05-02 09:06:30,Malin,S36,complete,i_393
1-738282725,Queued,2012-05-02 09:09:41,Malin,M17,start,i_394
1-738282725,Queued,2012-05-02 09:09:41,Malin,M17,complete,i_394
1-738282725,Accepted,2012-05-02 11:51:14,Kave,M17,start,i_395
1-738282725,Accepted,2012-05-02 11:51:14,Kave,M17,complete,i_395
1-738282725,Accepted,2012-05-02 15:08:38,Kave,M17,start,i_396
1-738282725,Accepted,2012-05-02 15:08:38,Kave,M17,complete,i_396
1-738282725,Queued,2012-05-03 08:04:26,Kave,S39,start,i_397
1-738282725,Queued,2012-05-03 08:04:26,Kave,S39,complete,i_397
1-738282725,Accepted,2012-05-03 08:04:28,Kave,S39,start,i_398
1-738282725,Accepted,2012-05-03 08:04:28,Kave,S39,complete,i_398
1-738282725,Completed,2012-05-03 08:06:10,Kave,S39,start,i_399
1-738282725,Completed,2012-05-03 08:06:10,Kave,S39,complete,i_399
1-738282725,Completed,2012-05-03 23:06:55,Siebel,S39,start,i_400
1-738282725,Completed,2012-05-03 23:06:55,Siebel,S39,complete,i_400
1-738374940,Accepted,2012-05-02 10:27:09,Mateusz,G96,start,i_401
1-738374940,Accepted,2012-05-02 10:27:09,Mateusz,G96,complete,i_401
1-738374940,Accepted,2012-05-02 10:27:15,Mateusz,G96,start,i_402
1-738374940,Accepted,2012-05-02 10:27:15,Mateusz,G96,complete,i_402
1-738374940,Queued,2012-05-02 10:58:01,Mateusz,G97,start,i_403
1-738374940,Queued,2012-05-02 10:58:01,Mateusz,G97,complete,i_403
1-738374940,Accepted,2012-05-02 10:58:04,Mateusz,G97,start,i_404
1-738374940,Accepted,2012-05-02 10:58:04,Mateusz,G97,complete,i_404
1-738374940,Accepted,2012-05-02 11:17:14,Mateusz,G97,start,i_405
1-738374940,Accepted,2012-05-02 11:17:14,Mateusz,G97,complete,i_405
1-738374940,Queued,2012-05-02 11:18:04,Mateusz,G230 2nd,start,i_406
1-738374940,Queued,2012-05-02 11:18:04,Mateusz,G230 2nd,complete,i_406
1-738374940,Accepted,2012-05-02 11:22:14,Ashok,G230 2nd,start,i_407
1-738374940,Accepted,2012-05-02 11:22:14,Ashok,G230 2nd,complete,i_407
1-738374940,Accepted,2012-05-02 11:28:20,Ashok,G230 2nd,start,i_408
1-738374940,Accepted,2012-05-02 11:28:20,Ashok,G230 2nd,complete,i_408
1-738374940,Accepted,2012-05-02 11:37:56,Kumaresan,G230 2nd,start,i_409
1-738374940,Accepted,2012-05-02 11:37:56,Kumaresan,G230 2nd,complete,i_409
1-738374940,Accepted,2012-05-02 11:38:06,Kumaresan,G230 2nd,start,i_410
1-738374940,Accepted,2012-05-02 11:38:06,Kumaresan,G230 2nd,complete,i_410
1-738374940,Accepted,2012-05-02 14:15:25,Kumaresan,G230 2nd,start,i_411
1-738374940,Accepted,2012-05-02 14:15:25,Kumaresan,G230 2nd,complete,i_411
1-738374940,Completed,2012-05-02 14:38:09,Kumaresan,G230 2nd,start,i_412
1-738374940,Completed,2012-05-02 14:38:09,Kumaresan,G230 2nd,complete,i_412
1-738374940,Completed,2012-05-09 23:13:37,Siebel,G230 2nd,start,i_413
1-738374940,Completed,2012-05-09 23:13:37,Siebel,G230 2nd,complete,i_413
1-738415019,Accepted,2012-05-02 10:47:54,Gael,G96,start,i_414
1-738415019,Accepted,2012-05-02 10:47:54,Gael,G96,complete,i_414
1-738415019,Accepted,2012-05-02 10:49:38,Gael,G96,start,i_415
1-738415019,Accepted,2012-05-02 10:49:38,Gael,G96,complete,i_415
1-738415019,Queued,2012-05-02 10:57:32,Gael,G97,start,i_416
1-738415019,Queued,2012-05-02 10:57:32,Gael,G97,complete,i_416
1-738415019,Accepted,2012-05-02 10:57:36,Gael,G97,start,i_417
1-738415019,Accepted,2012-05-02 10:57:36,Gael,G97,complete,i_417
1-738415019,Accepted,2012-05-02 12:26:55,Gael,G97,start,i_418
1-738415019,Accepted,2012-05-02 12:26:55,Gael,G97,complete,i_418
1-738415019,Queued,2012-05-02 12:27:00,Gael,G97,start,i_419
1-738415019,Queued,2012-05-02 12:27:00,Gael,G97,complete,i_419
1-738415019,Accepted,2012-05-02 13:04:03,Krzysztof,G97,start,i_420
1-738415019,Accepted,2012-05-02 13:04:03,Krzysztof,G97,complete,i_420
1-738415019,Accepted,2012-05-02 13:04:16,Krzysztof,G97,start,i_421
1-738415019,Accepted,2012-05-02 13:04:16,Krzysztof,G97,complete,i_421
1-738415019,Accepted,2012-05-07 10:00:05,Emil,G97,start,i_422
1-738415019,Accepted,2012-05-07 10:00:05,Emil,G97,complete,i_422
1-738415019,Accepted,2012-05-07 11:11:50,Emil,G97,start,i_423
1-738415019,Accepted,2012-05-07 11:11:50,Emil,G97,complete,i_423
1-738415019,Accepted,2012-05-07 12:09:20,Emil,G97,start,i_424
1-738415019,Accepted,2012-05-07 12:09:20,Emil,G97,complete,i_424
1-738415019,Completed,2012-05-07 13:33:21,Emil,G97,start,i_425
1-738415019,Completed,2012-05-07 13:33:21,Emil,G97,complete,i_425
1-738415019,Completed,2012-05-14 23:21:11,Siebel,G97,start,i_426
1-738415019,Completed,2012-05-14 23:21:11,Siebel,G97,complete,i_426
1-738445248,Accepted,2012-05-02 14:03:18,Christos,N13,start,i_427
1-738445248,Accepted,2012-05-02 14:03:18,Christos,N13,complete,i_427
1-738445248,Accepted,2012-05-02 14:04:02,Christos,N13,start,i_428
1-738445248,Accepted,2012-05-02 14:04:02,Christos,N13,complete,i_428
1-738445248,Completed,2012-05-02 14:24:42,Christos,N13,start,i_429
1-738445248,Completed,2012-05-02 14:24:42,Christos,N13,complete,i_429
1-738456301,Accepted,2012-05-02 12:02:44,Reza,S42,start,i_430
1-738456301,Accepted,2012-05-02 12:02:44,Reza,S42,complete,i_430
1-738456301,Accepted,2012-05-02 12:12:21,Reza,S42,start,i_431
1-738456301,Accepted,2012-05-02 12:12:21,Reza,S42,complete,i_431
1-738456301,Completed,2012-05-02 12:14:11,Reza,S42,start,i_432
1-738456301,Completed,2012-05-02 12:14:11,Reza,S42,complete,i_432
1-738482846,Accepted,2012-05-02 13:08:09,Josh,N38,start,i_433
1-738482846,Accepted,2012-05-02 13:08:09,Josh,N38,complete,i_433
1-738482846,Accepted,2012-05-02 13:11:09,Josh,N38,start,i_434
1-738482846,Accepted,2012-05-02 13:11:09,Josh,N38,complete,i_434
1-738482846,Queued,2012-05-02 13:11:24,Josh,N45,start,i_435
1-738482846,Queued,2012-05-02 13:11:24,Josh,N45,complete,i_435
1-738482846,Accepted,2012-05-02 13:13:18,Darren,N45,start,i_436
1-738482846,Accepted,2012-05-02 13:13:18,Darren,N45,complete,i_436
1-738482846,Accepted,2012-05-02 13:13:25,Darren,N45,start,i_437
1-738482846,Accepted,2012-05-02 13:13:25,Darren,N45,complete,i_437
1-738482846,Accepted,2012-05-02 15:41:28,Jerry,N46,start,i_438
1-738482846,Accepted,2012-05-02 15:41:28,Jerry,N46,complete,i_438
1-738482846,Queued,2012-05-02 15:46:49,Jerry,G92,start,i_439
1-738482846,Queued,2012-05-02 15:46:49,Jerry,G92,complete,i_439
1-738482846,Accepted,2012-05-02 15:46:55,Jerry,G88 2nd,start,i_440
1-738482846,Accepted,2012-05-02 15:46:55,Jerry,G88 2nd,complete,i_440
1-738482846,Completed,2012-05-02 16:09:47,Jerry,G88 2nd,start,i_441
1-738482846,Completed,2012-05-02 16:09:47,Jerry,G88 2nd,complete,i_441
1-738482846,Completed,2012-05-02 23:02:46,Siebel,G88 2nd,start,i_442
1-738482846,Completed,2012-05-02 23:02:46,Siebel,G88 2nd,complete,i_442
1-738517299,Accepted,2012-05-02 13:15:46,Alex,G96,start,i_443
1-738517299,Accepted,2012-05-02 13:15:46,Alex,G96,complete,i_443
1-738517299,Accepted,2012-05-02 13:16:21,Alex,G96,start,i_444
1-738517299,Accepted,2012-05-02 13:16:21,Alex,G96,complete,i_444
1-738517299,Completed,2012-05-02 13:19:04,Alex,G96,start,i_445
1-738517299,Completed,2012-05-02 13:19:04,Alex,G96,complete,i_445
1-738517788,Accepted,2012-05-02 13:34:26,Thierry,T14,start,i_446
1-738517788,Accepted,2012-05-02 13:34:26,Thierry,T14,complete,i_446
1-738517788,Accepted,2012-05-02 13:35:37,Thierry,T14,start,i_447
1-738517788,Accepted,2012-05-02 13:35:37,Thierry,T14,complete,i_447
1-738517788,Completed,2012-05-02 13:35:53,Thierry,T14,start,i_448
1-738517788,Completed,2012-05-02 13:35:53,Thierry,T14,complete,i_448
1-738530625,Accepted,2012-05-02 13:43:20,Aurangzeb,G96,start,i_449
1-738530625,Accepted,2012-05-02 13:43:20,Aurangzeb,G96,complete,i_449
1-738530625,Accepted,2012-05-02 13:44:40,Aurangzeb,G96,start,i_450
1-738530625,Accepted,2012-05-02 13:44:40,Aurangzeb,G96,complete,i_450
1-738530625,Accepted,2012-05-02 13:54:29,Aurangzeb,G96,start,i_451
1-738530625,Accepted,2012-05-02 13:54:29,Aurangzeb,G96,complete,i_451
1-738530625,Accepted,2012-05-02 14:05:59,Aurangzeb,G96,start,i_452
1-738530625,Accepted,2012-05-02 14:05:59,Aurangzeb,G96,complete,i_452
1-738530625,Queued,2012-05-02 14:06:42,Aurangzeb,G97,start,i_453
1-738530625,Queued,2012-05-02 14:06:42,Aurangzeb,G97,complete,i_453
1-738530625,Accepted,2012-05-02 14:06:48,Aurangzeb,G97,start,i_454
1-738530625,Accepted,2012-05-02 14:06:48,Aurangzeb,G97,complete,i_454
1-738530625,Accepted,2012-05-02 14:07:32,Aurangzeb,G97,start,i_455
1-738530625,Accepted,2012-05-02 14:07:32,Aurangzeb,G97,complete,i_455
1-738530625,Accepted,2012-05-02 15:31:43,Aurangzeb,G97,start,i_456
1-738530625,Accepted,2012-05-02 15:31:43,Aurangzeb,G97,complete,i_456
1-738530625,Accepted,2012-05-02 15:33:35,Aurangzeb,G97,start,i_457
1-738530625,Accepted,2012-05-02 15:33:35,Aurangzeb,G97,complete,i_457
1-738530625,Queued,2012-05-02 15:33:51,Aurangzeb,N3,start,i_458
1-738530625,Queued,2012-05-02 15:33:51,Aurangzeb,N3,complete,i_458
1-738530625,Accepted,2012-05-03 06:54:46,Fredrik,N3,start,i_459
1-738530625,Accepted,2012-05-03 06:54:46,Fredrik,N3,complete,i_459
1-738530625,Completed,2012-05-03 07:08:55,Fredrik,N3,start,i_460
1-738530625,Completed,2012-05-03 07:08:55,Fredrik,N3,complete,i_460
1-738530625,Completed,2012-05-10 23:20:55,Siebel,N3,start,i_461
1-738530625,Completed,2012-05-10 23:20:55,Siebel,N3,complete,i_461
1-738576931,Accepted,2012-05-02 13:40:26,Piotr,G96,start,i_462
1-738576931,Accepted,2012-05-02 13:40:26,Piotr,G96,complete,i_462
1-738576931,Accepted,2012-05-02 13:41:23,Piotr,G96,start,i_463
1-738576931,Accepted,2012-05-02 13:41:23,Piotr,G96,complete,i_463
1-738576931,Queued,2012-05-02 14:14:57,Piotr,G97,start,i_464
1-738576931,Queued,2012-05-02 14:14:57,Piotr,G97,complete,i_464
1-738576931,Accepted,2012-05-03 08:16:43,Tomasz,G97,start,i_465
1-738576931,Accepted,2012-05-03 08:16:43,Tomasz,G97,complete,i_465
1-738576931,Accepted,2012-05-03 08:16:52,Tomasz,G97,start,i_466
1-738576931,Accepted,2012-05-03 08:16:52,Tomasz,G97,complete,i_466
1-738576931,Accepted,2012-05-03 10:54:40,Natalia,G97,start,i_467
1-738576931,Accepted,2012-05-03 10:54:40,Natalia,G97,complete,i_467
1-738576931,Accepted,2012-05-03 10:55:48,Natalia,G97,start,i_468
1-738576931,Accepted,2012-05-03 10:55:48,Natalia,G97,complete,i_468
1-738576931,Accepted,2012-05-03 11:44:17,Natalia,G97,start,i_469
1-738576931,Accepted,2012-05-03 11:44:17,Natalia,G97,complete,i_469
1-738576931,Accepted,2012-05-03 11:46:15,Natalia,G97,start,i_470
1-738576931,Accepted,2012-05-03 11:46:15,Natalia,G97,complete,i_470
1-738576931,Accepted,2012-05-03 13:21:47,Natalia,G97,start,i_471
1-738576931,Accepted,2012-05-03 13:21:47,Natalia,G97,complete,i_471
1-738576931,Accepted,2012-05-03 13:24:09,Natalia,G97,start,i_472
1-738576931,Accepted,2012-05-03 13:24:09,Natalia,G97,complete,i_472
1-738576931,Accepted,2012-05-04 13:09:39,Natalia,G97,start,i_473
1-738576931,Accepted,2012-05-04 13:09:39,Natalia,G97,complete,i_473
1-738576931,Accepted,2012-05-07 11:58:10,Natalia,G97,start,i_474
1-738576931,Accepted,2012-05-07 11:58:10,Natalia,G97,complete,i_474
1-738576931,Accepted,2012-05-07 11:58:39,Natalia,G97,start,i_475
1-738576931,Accepted,2012-05-07 11:58:39,Natalia,G97,complete,i_475
1-738576931,Accepted,2012-05-07 12:59:26,Natalia,G97,start,i_476
1-738576931,Accepted,2012-05-07 12:59:26,Natalia,G97,complete,i_476
1-738576931,Queued,2012-05-07 13:03:35,Natalia,G97,start,i_477
1-738576931,Queued,2012-05-07 13:03:35,Natalia,G97,complete,i_477
1-738576931,Accepted,2012-05-10 11:54:37,Magdalena,G97,start,i_478
1-738576931,Accepted,2012-05-10 11:54:37,Magdalena,G97,complete,i_478
1-738576931,Accepted,2012-05-10 11:54:50,Magdalena,G97,start,i_479
1-738576931,Accepted,2012-05-10 11:54:50,Magdalena,G97,complete,i_479
1-738576931,Accepted,2012-05-10 11:54:53,Magdalena,G97,start,i_480
1-738576931,Accepted,2012-05-10 11:54:53,Magdalena,G97,complete,i_480
1-738576931,Accepted,2012-05-10 11:54:59,Magdalena,G97,start,i_481
1-738576931,Accepted,2012-05-10 11:54:59,Magdalena,G97,complete,i_481
1-738576931,Accepted,2012-05-10 12:58:34,Kamila,G97,start,i_482
1-738576931,Accepted,2012-05-10 12:58:34,Kamila,G97,complete,i_482
1-738576931,Accepted,2012-05-10 13:00:56,Kamila,G97,start,i_483
1-738576931,Accepted,2012-05-10 13:00:56,Kamila,G97,complete,i_483
1-738576931,Accepted,2012-05-15 09:34:24,Kamila,G97,start,i_484
1-738576931,Accepted,2012-05-15 09:34:24,Kamila,G97,complete,i_484
1-738576931,Completed,2012-05-15 09:36:14,Kamila,G97,start,i_485
1-738576931,Completed,2012-05-15 09:36:14,Kamila,G97,complete,i_485
1-738576931,Completed,2012-05-22 23:19:51,Siebel,G97,start,i_486
1-738576931,Completed,2012-05-22 23:19:51,Siebel,G97,complete,i_486
1-738587008,Accepted,2012-05-02 13:52:06,Malgorzata,G96,start,i_487
1-738587008,Accepted,2012-05-02 13:52:06,Malgorzata,G96,complete,i_487
1-738587008,Accepted,2012-05-02 13:52:18,Malgorzata,G96,start,i_488
1-738587008,Accepted,2012-05-02 13:52:18,Malgorzata,G96,complete,i_488
1-738587008,Completed,2012-05-02 14:01:09,Malgorzata,G96,start,i_489
1-738587008,Completed,2012-05-02 14:01:09,Malgorzata,G96,complete,i_489
1-738624443,Accepted,2012-05-02 15:42:41,Michael,N38,start,i_490
1-738624443,Accepted,2012-05-02 15:42:41,Michael,N38,complete,i_490
1-738624443,Accepted,2012-05-02 15:43:00,Michael,N38,start,i_491
1-738624443,Accepted,2012-05-02 15:43:00,Michael,N38,complete,i_491
1-738624443,Completed,2012-05-02 15:46:50,Michael,N38,start,i_492
1-738624443,Completed,2012-05-02 15:46:50,Michael,N38,complete,i_492
1-738626064,Accepted,2012-05-02 14:51:56,Vijay,G96,start,i_493
1-738626064,Accepted,2012-05-02 14:51:56,Vijay,G96,complete,i_493
1-738626064,Accepted,2012-05-02 14:52:22,Vijay,G96,start,i_494
1-738626064,Accepted,2012-05-02 14:52:22,Vijay,G96,complete,i_494
1-738626064,Completed,2012-05-02 14:58:07,Vijay,G96,start,i_495
1-738626064,Completed,2012-05-02 14:58:07,Vijay,G96,complete,i_495
1-738673089,Accepted,2012-05-02 15:17:11,Frida,S42,start,i_496
1-738673089,Accepted,2012-05-02 15:17:11,Frida,S42,complete,i_496
1-738673089,Accepted,2012-05-02 15:17:26,Frida,S42,start,i_497
1-738673089,Accepted,2012-05-02 15:17:26,Frida,S42,complete,i_497
1-738673089,Queued,2012-05-02 15:26:15,Frida,S46,start,i_498
1-738673089,Queued,2012-05-02 15:26:15,Frida,S46,complete,i_498
1-738673089,Accepted,2012-05-02 15:49:20,Angela,S46,start,i_499
1-738673089,Accepted,2012-05-02 15:49:20,Angela,S46,complete,i_499
1-738673089,Queued,2012-05-02 15:50:05,Angela,G257 3rd,start,i_500
1-738673089,Queued,2012-05-02 15:50:05,Angela,G257 3rd,complete,i_500
1-738673089,Accepted,2012-05-03 08:06:47,Thomas,G257 3rd,start,i_501
1-738673089,Accepted,2012-05-03 08:06:47,Thomas,G257 3rd,complete,i_501
1-738673089,Completed,2012-05-04 08:21:42,Thomas,G257 3rd,start,i_502
1-738673089,Completed,2012-05-04 08:21:42,Thomas,G257 3rd,complete,i_502
1-738673089,Completed,2012-05-11 23:17:38,Siebel,G257 3rd,start,i_503
1-738673089,Completed,2012-05-11 23:17:38,Siebel,G257 3rd,complete,i_503
1-738776281,Accepted,2012-05-02 19:13:49,Roberto,G97,start,i_504
1-738776281,Accepted,2012-05-02 19:13:49,Roberto,G97,complete,i_504
1-738776281,Accepted,2012-05-02 19:14:46,Roberto,G97,start,i_505
1-738776281,Accepted,2012-05-02 19:14:46,Roberto,G97,complete,i_505
1-738776281,Completed,2012-05-02 19:24:08,Roberto,G97,start,i_506
1-738776281,Completed,2012-05-02 19:24:08,Roberto,G97,complete,i_506
1-738778441,Accepted,2012-05-02 20:32:20,Josh,N38,start,i_507
1-738778441,Accepted,2012-05-02 20:32:20,Josh,N38,complete,i_507
1-738778441,Accepted,2012-05-02 20:36:44,Josh,N38,start,i_508
1-738778441,Accepted,2012-05-02 20:36:44,Josh,N38,complete,i_508
1-738778441,Completed,2012-05-02 20:36:57,Josh,N38,start,i_509
1-738778441,Completed,2012-05-02 20:36:57,Josh,N38,complete,i_509
1-738801740,Accepted,2012-05-02 22:09:17,Evandro,D3,start,i_510
1-738801740,Accepted,2012-05-02 22:09:17,Evandro,D3,complete,i_510
1-738801740,Accepted,2012-05-02 22:09:48,Evandro,D3,start,i_511
1-738801740,Accepted,2012-05-02 22:09:48,Evandro,D3,complete,i_511
1-738801740,Queued,2012-05-02 22:10:10,Evandro,D3,start,i_512
1-738801740,Queued,2012-05-02 22:10:10,Evandro,D3,complete,i_512
1-738801740,Accepted,2012-05-03 16:47:14,Diego,D3,start,i_513
1-738801740,Accepted,2012-05-03 16:47:14,Diego,D3,complete,i_513
1-738801740,Accepted,2012-05-03 18:31:12,Diego,D3,start,i_514
1-738801740,Accepted,2012-05-03 18:31:12,Diego,D3,complete,i_514
1-738801740,Completed,2012-05-03 19:08:12,Diego,D3,start,i_515
1-738801740,Completed,2012-05-03 19:08:12,Diego,D3,complete,i_515
1-738801740,Completed,2012-05-03 23:05:23,Siebel,D3,start,i_516
1-738801740,Completed,2012-05-03 23:05:23,Siebel,D3,complete,i_516
1-738808591,Accepted,2012-05-02 22:53:28,Robert,N38,start,i_517
1-738808591,Accepted,2012-05-02 22:53:28,Robert,N38,complete,i_517
1-738808591,Accepted,2012-05-02 22:55:00,Robert,N38,start,i_518
1-738808591,Accepted,2012-05-02 22:55:00,Robert,N38,complete,i_518
1-738808591,Accepted,2012-05-02 22:56:09,Robert,N38,start,i_519
1-738808591,Accepted,2012-05-02 22:56:09,Robert,N38,complete,i_519
1-738808591,Queued,2012-05-02 22:58:46,Robert,N2 2nd,start,i_520
1-738808591,Queued,2012-05-02 22:58:46,Robert,N2 2nd,complete,i_520
1-738808591,Accepted,2012-05-03 13:21:30,James,N2 2nd,start,i_521
1-738808591,Accepted,2012-05-03 13:21:30,James,N2 2nd,complete,i_521
1-738808591,Completed,2012-05-03 13:22:14,James,N2 2nd,start,i_522
1-738808591,Completed,2012-05-03 13:22:14,James,N2 2nd,complete,i_522
1-738808591,Completed,2012-05-10 23:20:12,Siebel,N2 2nd,start,i_523
1-738808591,Completed,2012-05-10 23:20:12,Siebel,N2 2nd,complete,i_523
1-738809521,Accepted,2012-05-03 01:48:38,Cristian,D10,start,i_524
1-738809521,Accepted,2012-05-03 01:48:38,Cristian,D10,complete,i_524
1-738809521,Accepted,2012-05-03 01:51:14,Cristian,D10,start,i_525
1-738809521,Accepted,2012-05-03 01:51:14,Cristian,D10,complete,i_525
1-738809521,Queued,2012-05-03 01:54:17,Cristian,S63,start,i_526
1-738809521,Queued,2012-05-03 01:54:17,Cristian,S63,complete,i_526
1-738809521,Accepted,2012-05-03 02:51:24,Johannes,S63,start,i_527
1-738809521,Accepted,2012-05-03 02:51:24,Johannes,S63,complete,i_527
1-738809521,Completed,2012-05-03 02:52:39,Johannes,S63,start,i_528
1-738809521,Completed,2012-05-03 02:52:39,Johannes,S63,complete,i_528
1-738809521,Completed,2012-05-03 23:04:25,Siebel,S63,start,i_529
1-738809521,Completed,2012-05-03 23:04:25,Siebel,S63,complete,i_529
1-738820427,Accepted,2012-05-03 03:17:34,Vandana,G97,start,i_530
1-738820427,Accepted,2012-05-03 03:17:34,Vandana,G97,complete,i_530
1-738820427,Accepted,2012-05-03 03:35:50,Vandana,G97,start,i_531
1-738820427,Accepted,2012-05-03 03:35:50,Vandana,G97,complete,i_531
1-738820427,Accepted,2012-05-03 03:36:44,Vandana,G97,start,i_532
1-738820427,Accepted,2012-05-03 03:36:44,Vandana,G97,complete,i_532
1-738820427,Accepted,2012-05-03 04:55:38,Vandana,G97,start,i_533
1-738820427,Accepted,2012-05-03 04:55:38,Vandana,G97,complete,i_533
1-738820427,Queued,2012-05-03 04:57:07,Vandana,N52 2nd,start,i_534
1-738820427,Queued,2012-05-03 04:57:07,Vandana,N52 2nd,complete,i_534
1-738820427,Accepted,2012-05-03 05:47:46,Mikael,N52 2nd,start,i_535
