product,org:group,resource country,case:concept:name,impact,concept:name,org:resource,organization involved,lifecycle:transition,org:role,organization country,time:timestamp
PROD424,G230 2nd,POLAND,1-738374940,Medium,Queued,Mateusz,Org line B,Awaiting Assignment,E_10,in,2012-05-02 11:18:04+00:00
PROD424,G230 2nd,INDIA,1-738374940,Medium,Accepted,Ashok,Org line B,In Progress,E_10,in,2012-05-02 11:22:14+00:00
PROD424,G230 2nd,INDIA,1-738374940,Medium,Accepted,Ashok,Org line B,Assigned,E_10,in,2012-05-02 11:28:20+00:00
PROD424,G230 2nd,INDIA,1-738374940,Medium,Accepted,Kumaresan,Org line B,In Progress,E_10,in,2012-05-02 11:37:56+00:00
PROD424,G230 2nd,INDIA,1-738374940,Medium,Accepted,Kumaresan,Org line B,Wait,E_10,in,2012-05-02 11:38:06+00:00
PROD424,G230 2nd,INDIA,1-738374940,Medium,Accepted,Kumaresan,Org line B,Wait - User,E_10,in,2012-05-02 14:15:25+00:00
PROD424,G230 2nd,INDIA,1-738374940,Medium,Completed,Kumaresan,Org line B,Resolved,E_10,in,2012-05-02 14:38:09+00:00
PROD424,G230 2nd,0,1-738374940,Medium,Completed,Siebel,Org line B,Closed,E_10,in,2012-05-09 23:13:37+00:00
PROD424,G96,POLAND,1-738415019,Low,Accepted,Gael,Org line C,In Progress,V3_2,pl,2012-05-02 10:47:54+00:00
PROD424,G96,POLAND,1-738415019,Low,Accepted,Gael,Org line C,In Progress,V3_2,pl,2012-05-02 10:49:38+00:00
PROD424,G97,POLAND,1-738415019,Low,Queued,Gael,Org line C,Awaiting Assignment,V3_2,pl,2012-05-02 10:57:32+00:00
PROD424,G97,POLAND,1-738415019,Low,Accepted,Gael,Org line C,In Progress,V3_2,pl,2012-05-02 10:57:36+00:00
PROD424,G97,POLAND,1-738415019,Low,Accepted,Gael,Org line C,In Progress,V3_2,pl,2012-05-02 12:26:55+00:00
PROD424,G97,POLAND,1-738415019,Low,Queued,Gael,Org line C,Awaiting Assignment,V3_2,pl,2012-05-02 12:27:00+00:00
PROD424,G97,POLAND,1-738415019,Low,Accepted,Krzysztof,Org line C,In Progress,V3_2,pl,2012-05-02 13:04:03+00:00
PROD424,G97,POLAND,1-738415019,Low,Accepted,Krzysztof,Org line C,Assigned,V3_2,pl,2012-05-02 13:04:16+00:00
PROD424,G97,POLAND,1-738415019,Low,Accepted,Emil,Org line C,In Progress,V3_2,pl,2012-05-07 10:00:05+00:00
PROD424,G97,POLAND,1-738415019,Low,Accepted,Emil,Org line C,Wait - User,V3_2,pl,2012-05-07 11:11:50+00:00
PROD424,G97,POLAND,1-738415019,Low,Accepted,Emil,Org line C,In Progress,V3_2,pl,2012-05-07 12:09:20+00:00
PROD424,G97,POLAND,1-738415019,Low,Completed,Emil,Org line C,Resolved,V3_2,pl,2012-05-07 13:33:21+00:00
PROD424,G97,0,1-738415019,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-14 23:21:11+00:00
PROD424,N13,Sweden,1-738445248,Medium,Accepted,Christos,Org line C,In Progress,V3_2,se,2012-05-02 14:03:18+00:00
PROD424,N13,Sweden,1-738445248,Medium,Accepted,Christos,Org line C,In Progress,V3_2,se,2012-05-02 14:04:02+00:00
PROD424,N13,Sweden,1-738445248,Medium,Completed,Christos,Org line C,In Call,V3_2,se,2012-05-02 14:24:42+00:00
PROD660,S42,Sweden,1-738456301,Medium,Accepted,Reza,Org line C,In Progress,V3_2,se,2012-05-02 12:02:44+00:00
PROD660,S42,Sweden,1-738456301,Medium,Accepted,Reza,Org line C,In Progress,V3_2,se,2012-05-02 12:12:21+00:00
PROD660,S42,Sweden,1-738456301,Medium,Completed,Reza,Org line C,In Call,V3_2,se,2012-05-02 12:14:11+00:00
PROD348,N38,USA,1-738482846,Medium,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-02 13:08:09+00:00
PROD348,N38,USA,1-738482846,Medium,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-02 13:11:09+00:00
PROD348,N45,USA,1-738482846,Medium,Queued,Josh,Org line C,Awaiting Assignment,V3_2,us,2012-05-02 13:11:24+00:00
PROD348,N45,USA,1-738482846,Medium,Accepted,Darren,Org line C,In Progress,V3_2,us,2012-05-02 13:13:18+00:00
PROD348,N45,USA,1-738482846,Medium,Accepted,Darren,Org line C,Wait - User,V3_2,us,2012-05-02 13:13:25+00:00
PROD348,N46,USA,1-738482846,Medium,Accepted,Jerry,Org line C,In Progress,V3_2,us,2012-05-02 15:41:28+00:00
PROD348,G92,USA,1-738482846,Medium,Queued,Jerry,Org line C,Awaiting Assignment,E_5,us,2012-05-02 15:46:49+00:00
PROD348,G88 2nd,USA,1-738482846,Medium,Accepted,Jerry,Org line C,In Progress,E_4,us,2012-05-02 15:46:55+00:00
PROD348,G88 2nd,USA,1-738482846,Medium,Completed,Jerry,Org line C,Resolved,E_4,us,2012-05-02 16:09:47+00:00
PROD348,G88 2nd,0,1-738482846,Medium,Completed,Siebel,Org line C,Closed,E_4,us,2012-05-02 23:02:46+00:00
PROD49,G96,Brazil,1-738517299,Low,Accepted,Alex,Org line C,In Progress,V3_2,pl,2012-05-02 13:15:46+00:00
PROD49,G96,Brazil,1-738517299,Low,Accepted,Alex,Org line C,In Progress,V3_2,pl,2012-05-02 13:16:21+00:00
PROD49,G96,Brazil,1-738517299,Low,Completed,Alex,Org line C,In Call,V3_2,pl,2012-05-02 13:19:04+00:00
PROD267,T14,France,1-738517788,Medium,Accepted,Thierry,Org line C,In Progress,V3_2,fr,2012-05-02 13:34:26+00:00
PROD267,T14,France,1-738517788,Medium,Accepted,Thierry,Org line C,In Progress,V3_2,fr,2012-05-02 13:35:37+00:00
PROD267,T14,France,1-738517788,Medium,Completed,Thierry,Org line C,In Call,V3_2,fr,2012-05-02 13:35:53+00:00
PROD267,G96,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,In Progress,V3_2,se,2012-05-02 13:43:20+00:00
PROD267,G96,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,In Progress,V3_2,se,2012-05-02 13:44:40+00:00
PROD267,G96,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,In Progress,V3_2,se,2012-05-02 13:54:29+00:00
PROD267,G96,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,Wait,V3_2,se,2012-05-02 14:05:59+00:00
PROD267,G97,POLAND,1-738530625,Medium,Queued,Aurangzeb,Org line C,Awaiting Assignment,V3_2,se,2012-05-02 14:06:42+00:00
PROD267,G97,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,In Progress,V3_2,se,2012-05-02 14:06:48+00:00
PROD267,G97,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,Wait - User,V3_2,se,2012-05-02 14:07:32+00:00
PROD267,G97,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,In Progress,V3_2,se,2012-05-02 15:31:43+00:00
PROD267,G97,POLAND,1-738530625,Medium,Accepted,Aurangzeb,Org line C,Wait,V3_2,se,2012-05-02 15:33:35+00:00
PROD267,N3,POLAND,1-738530625,Medium,Queued,Aurangzeb,Org line C,Awaiting Assignment,V3_2,se,2012-05-02 15:33:51+00:00
PROD267,N3,Sweden,1-738530625,Medium,Accepted,Fredrik,Org line C,In Progress,V3_2,se,2012-05-03 06:54:46+00:00
PROD267,N3,Sweden,1-738530625,Medium,Completed,Fredrik,Org line C,Resolved,V3_2,se,2012-05-03 07:08:55+00:00
PROD267,N3,0,1-738530625,Medium,Completed,Siebel,Org line C,Closed,V3_2,se,2012-05-10 23:20:55+00:00
PROD321,G96,POLAND,1-738576931,Low,Accepted,Piotr,Org line C,In Progress,V3_2,pl,2012-05-02 13:40:26+00:00
PROD321,G96,POLAND,1-738576931,Low,Accepted,Piotr,Org line C,In Progress,V3_2,pl,2012-05-02 13:41:23+00:00
PROD321,G97,POLAND,1-738576931,Low,Queued,Piotr,Org line C,Awaiting Assignment,V3_2,pl,2012-05-02 14:14:57+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Tomasz,Org line C,In Progress,V3_2,pl,2012-05-03 08:16:43+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Tomasz,Org line C,Assigned,V3_2,pl,2012-05-03 08:16:52+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,In Progress,V3_2,pl,2012-05-03 10:54:40+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,Wait,V3_2,pl,2012-05-03 10:55:48+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,In Progress,V3_2,pl,2012-05-03 11:44:17+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,Wait - User,V3_2,pl,2012-05-03 11:46:15+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,In Progress,V3_2,pl,2012-05-03 13:21:47+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,Wait - User,V3_2,pl,2012-05-03 13:24:09+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,Wait,V3_2,pl,2012-05-04 13:09:39+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,In Progress,V3_2,pl,2012-05-07 11:58:10+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,Wait - User,V3_2,pl,2012-05-07 11:58:39+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Natalia,Org line C,In Progress,V3_2,pl,2012-05-07 12:59:26+00:00
PROD321,G97,POLAND,1-738576931,Low,Queued,Natalia,Org line C,Awaiting Assignment,V3_2,pl,2012-05-07 13:03:35+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Magdalena,Org line C,In Progress,V3_2,pl,2012-05-10 11:54:37+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Magdalena,Org line C,Assigned,V3_2,pl,2012-05-10 11:54:50+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Magdalena,Org line C,In Progress,V3_2,pl,2012-05-10 11:54:53+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Magdalena,Org line C,Assigned,V3_2,pl,2012-05-10 11:54:59+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Kamila,Org line C,In Progress,V3_2,pl,2012-05-10 12:58:34+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Kamila,Org line C,Wait - User,V3_2,pl,2012-05-10 13:00:56+00:00
PROD321,G97,POLAND,1-738576931,Low,Accepted,Kamila,Org line C,In Progress,V3_2,pl,2012-05-15 09:34:24+00:00
PROD321,G97,POLAND,1-738576931,Low,Completed,Kamila,Org line C,Resolved,V3_2,pl,2012-05-15 09:36:14+00:00
PROD321,G97,0,1-738576931,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-22 23:19:51+00:00
PROD698,G96,POLAND,1-738587008,Low,Accepted,Malgorzata,Org line C,In Progress,V3_2,pl,2012-05-02 13:52:06+00:00
PROD698,G96,POLAND,1-738587008,Low,Accepted,Malgorzata,Org line C,In Progress,V3_2,pl,2012-05-02 13:52:18+00:00
PROD698,G96,POLAND,1-738587008,Low,Completed,Malgorzata,Org line C,In Call,V3_2,pl,2012-05-02 14:01:09+00:00
PROD214,N38,USA,1-738624443,Low,Accepted,Michael,Org line C,In Progress,V3_2,us,2012-05-02 15:42:41+00:00
PROD214,N38,USA,1-738624443,Low,Accepted,Michael,Org line C,In Progress,V3_2,us,2012-05-02 15:43:00+00:00
PROD214,N38,USA,1-738624443,Low,Completed,Michael,Org line C,In Call,V3_2,us,2012-05-02 15:46:50+00:00
PROD424,G96,INDIA,1-738626064,Low,Accepted,Vijay,Org line C,In Progress,V3_2,pl,2012-05-02 14:51:56+00:00
PROD424,G96,INDIA,1-738626064,Low,Accepted,Vijay,Org line C,In Progress,V3_2,pl,2012-05-02 14:52:22+00:00
PROD424,G96,INDIA,1-738626064,Low,Completed,Vijay,Org line C,In Call,V3_2,pl,2012-05-02 14:58:07+00:00
PROD662,S42,Sweden,1-738673089,Medium,Accepted,Frida,Org line C,In Progress,V3_2,se,2012-05-02 15:17:11+00:00
PROD662,S42,Sweden,1-738673089,Medium,Accepted,Frida,Org line C,In Progress,V3_2,se,2012-05-02 15:17:26+00:00
PROD662,S46,Sweden,1-738673089,Medium,Queued,Frida,Org line C,Awaiting Assignment,V3_2,se,2012-05-02 15:26:15+00:00
PROD662,S46,Sweden,1-738673089,Medium,Accepted,Angela,Org line C,In Progress,V3_2,se,2012-05-02 15:49:20+00:00
PROD662,G257 3rd,Sweden,1-738673089,Medium,Queued,Angela,Org line C,Awaiting Assignment,C_6,se,2012-05-02 15:50:05+00:00
PROD662,G257 3rd,Sweden,1-738673089,Medium,Accepted,Thomas,Org line C,In Progress,C_6,se,2012-05-03 08:06:47+00:00
PROD662,G257 3rd,Sweden,1-738673089,Medium,Completed,Thomas,Org line C,Resolved,C_6,se,2012-05-04 08:21:42+00:00
PROD662,G257 3rd,0,1-738673089,Medium,Completed,Siebel,Org line C,Closed,C_6,se,2012-05-11 23:17:38+00:00
PROD815,G97,Brazil,1-738776281,Low,Accepted,Roberto,Org line C,In Progress,V3_2,pl,2012-05-02 19:13:49+00:00
PROD815,G97,Brazil,1-738776281,Low,Accepted,Roberto,Org line C,In Progress,V3_2,pl,2012-05-02 19:14:46+00:00
PROD815,G97,Brazil,1-738776281,Low,Completed,Roberto,Org line C,In Call,V3_2,pl,2012-05-02 19:24:08+00:00
PROD748,N38,USA,1-738778441,Low,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-02 20:32:20+00:00
PROD748,N38,USA,1-738778441,Low,Accepted,Josh,Org line C,In Progress,V3_2,us,2012-05-02 20:36:44+00:00
PROD748,N38,USA,1-738778441,Low,Completed,Josh,Org line C,In Call,V3_2,us,2012-05-02 20:36:57+00:00
PROD405,D3,Brazil,1-738801740,Medium,Accepted,Evandro,Org line B,In Progress,A2_1,br,2012-05-02 22:09:17+00:00
PROD405,D3,Brazil,1-738801740,Medium,Accepted,Evandro,Org line B,In Progress,A2_1,br,2012-05-02 22:09:48+00:00
PROD405,D3,Brazil,1-738801740,Medium,Queued,Evandro,Org line B,Awaiting Assignment,A2_1,br,2012-05-02 22:10:10+00:00
PROD405,D3,Brazil,1-738801740,Medium,Accepted,Diego,Org line B,In Progress,A2_1,br,2012-05-03 16:47:14+00:00
PROD405,D3,Brazil,1-738801740,Medium,Accepted,Diego,Org line B,Wait - User,A2_1,br,2012-05-03 18:31:12+00:00
PROD405,D3,Brazil,1-738801740,Medium,Completed,Diego,Org line B,Resolved,A2_1,br,2012-05-03 19:08:12+00:00
PROD405,D3,0,1-738801740,Medium,Completed,Siebel,Org line B,Closed,A2_1,br,2012-05-03 23:05:23+00:00
PROD172,N38,USA,1-738808591,High,Accepted,Robert,Org line C,In Progress,V3_2,us,2012-05-02 22:53:28+00:00
PROD172,N38,USA,1-738808591,High,Accepted,Robert,Org line C,In Progress,V3_2,us,2012-05-02 22:55:00+00:00
PROD172,N38,USA,1-738808591,High,Accepted,Robert,Org line C,In Progress,V3_2,us,2012-05-02 22:56:09+00:00
PROD172,N2 2nd,USA,1-738808591,High,Queued,Robert,Org line A2,Awaiting Assignment,A2_1,us,2012-05-02 22:58:46+00:00
PROD172,N2 2nd,USA,1-738808591,High,Accepted,James,Org line A2,In Progress,A2_1,us,2012-05-03 13:21:30+00:00
PROD172,N2 2nd,USA,1-738808591,High,Completed,James,Org line A2,Resolved,A2_1,us,2012-05-03 13:22:14+00:00
PROD172,N2 2nd,0,1-738808591,High,Completed,Siebel,Org line A2,Closed,A2_1,us,2012-05-10 23:20:12+00:00
PROD321,D10,Australia,1-738809521,Low,Accepted,Cristian,Org line B,In Progress,A2_1,au,2012-05-03 01:48:38+00:00
PROD321,D10,Australia,1-738809521,Low,Accepted,Cristian,Org line B,In Progress,A2_1,au,2012-05-03 01:51:14+00:00
PROD321,S63,Australia,1-738809521,Low,Queued,Cristian,Org line C,Awaiting Assignment,V3_2,au,2012-05-03 01:54:17+00:00
PROD321,S63,Australia,1-738809521,Low,Accepted,Johannes,Org line C,In Progress,V3_2,au,2012-05-03 02:51:24+00:00
PROD321,S63,Australia,1-738809521,Low,Completed,Johannes,Org line C,Resolved,V3_2,au,2012-05-03 02:52:39+00:00
PROD321,S63,0,1-738809521,Low,Completed,Siebel,Org line C,Closed,V3_2,au,2012-05-03 23:04:25+00:00
PROD494,G97,INDIA,1-738820427,Low,Accepted,Vandana,Org line C,In Progress,V3_2,pl,2012-05-03 03:17:34+00:00
PROD494,G97,INDIA,1-738820427,Low,Accepted,Vandana,Org line C,In Progress,V3_2,pl,2012-05-03 03:35:50+00:00
PROD494,G97,INDIA,1-738820427,Low,Accepted,Vandana,Org line C,Wait - User,V3_2,pl,2012-05-03 03:36:44+00:00
PROD494,G97,INDIA,1-738820427,Low,Accepted,Vandana,Org line C,In Progress,V3_2,pl,2012-05-03 04:55:38+00:00
PROD494,N52 2nd,INDIA,1-738820427,Low,Queued,Vandana,Org line C,Awaiting Assignment,V3_2,pl,2012-05-03 04:57:07+00:00
PROD494,N52 2nd,Sweden,1-738820427,Low,Accepted,Mikael,Org line C,In Progress,V3_2,pl,2012-05-03 05:47:46+00:00
PROD494,G84 2nd,Sweden,1-738820427,Low,Queued,Mikael,Org line C,Awaiting Assignment,E_10,pl,2012-05-03 05:48:31+00:00
PROD494,G97,POLAND,1-738820427,Low,Queued,Jaroslaw,Org line C,Awaiting Assignment,V3_2,pl,2012-05-04 08:18:50+00:00
PROD494,G97,Sweden,1-738820427,Low,Accepted,Joakim,Org line C,In Progress,V3_2,pl,2012-05-05 01:29:57+00:00
PROD494,G97,Sweden,1-738820427,Low,Queued,Joakim,Org line C,Awaiting Assignment,V3_2,pl,2012-05-05 01:30:14+00:00
PROD494,G97,INDIA,1-738820427,Low,Accepted,Vandana,Org line C,In Progress,V3_2,pl,2012-05-08 04:11:33+00:00
PROD494,G97,INDIA,1-738820427,Low,Completed,Vandana,Org line C,Resolved,V3_2,pl,2012-05-08 05:00:01+00:00
PROD494,G97,0,1-738820427,Low,Completed,Siebel,Org line C,Closed,V3_2,pl,2012-05-15 23:19:57+00:00
PROD293,G76,0,1-738895252,Medium,Queued,Siebel,Org line C,Awaiting Assignment,E_5,se,2012-05-03 01:41:04+00:00
PROD293,G76,Sweden,1-738895252,Medium,Accepted,Helene,Org line C,In Progress,E_5,se,2012-05-03 01:45:16+00:00
PROD293,G358 2nd,Sweden,1-738895252,Medium,Queued,Helene,Org line G1,Awaiting Assignment,E_6,se,2012-05-03 01:48:19+00:00
PROD293,G358 2nd,Sweden,1-738895252,Medium,Queued,Helene,Org line G1,Awaiting Assignment,E_6,se,2012-05-03 01:48:20+00:00
PROD293,G358 2nd,Sweden,1-738895252,Medium,Accepted,Kent,Org line G1,In Progress,E_6,se,2012-05-03 07:16:31+00:00
PROD293,S12,Sweden,1-738895252,Medium,Queued,Kent,Other,Awaiting Assignment,UNKNOWN,se,2012-05-03 07:17:35+00:00
PROD293,G358 2nd,0,1-738895252,Medium,Completed,Partner,Org line G1,Resolved,E_6,se,2012-05-03 15:00:26+00:00
PROD293,G358 2nd,0,1-738895252,Medium,Completed,Siebel,Org line G1,Closed,E_6,se,2012-05-03 23:04:59+00:00
PROD424,G96,INDIA,1-739177608,Low,Accepted,Vijay,Org line C,In Progress,V3_2,se,2012-05-03 07:16:34+00:00
PROD424,G96,INDIA,1-739177608,Low,Accepted,Vijay,Org line C,In Progress,V3_2,se,2012-05-03 07:17:38+00:00
PROD424,M12,INDIA,1-739177608,Low,Queued,Vijay,Org line C,Awaiting Assignment,V3_2,se,2012-05-03 07:30:27+00:00
PROD424,M12,Sweden,1-739177608,Low,Accepted,Jan-Anders,Org line C,In Progress,V3_2,se,2012-05-03 07:41:45+00:00
PROD424,M14,Sweden,1-739177608,Low,Queued,Jan-Anders,Org line C,Awaiting Assignment,V3_2,se,2012-05-03 07:42:30+00:00
PROD424,M14,Sweden,1-739177608,Low,Accepted,Conny,Org line C,In Progress,V3_2,se,2012-05-03 07:51:56+00:00
PROD424,M14,Sweden,1-739177608,Low,Completed,Conny,Org line C,Resolved,V3_2,se,2012-05-04 15:06:04+00:00
PROD424,M14,0,1-739177608,Low,Completed,Siebel,Org line C,Closed,V3_2,se,2012-05-11 23:17:18+00:00
PROD818,G51 2nd,Sweden,1-739183150,Medium,Accepted,Dinesh,Org line G4,In Progress,UNKNOWN,se,2012-05-03 05:32:10+00:00
PROD818,G51 2nd,Sweden,1-739183150,Medium,Accepted,Dinesh,Org line G4,In Progress,UNKNOWN,se,2012-05-03 05:32:15+00:00
PROD818,G51 2nd,Sweden,1-739183150,Medium,Completed,Dinesh,Org line G4,Resolved,UNKNOWN,se,2012-05-03 05:33:13+00:00
PROD818,G51 2nd,0,1-739183150,Medium,Completed,Siebel,Org line G4,Closed,UNKNOWN,se,2012-05-10 23:19:41+00:00
PROD453,S42,Sweden,1-739197381,Medium,Accepted,Vincent,Org line C,In Progress,V3_2,se,2012-05-03 07:02:58+00:00
PROD453,S42,Sweden,1-739197381,Medium,Accepted,Vincent,Org line C,In Progress,V3_2,se,2012-05-03 07:08:05+00:00
PROD453,S42,Sweden,1-739197381,Medium,Completed,Vincent,Org line C,In Call,V3_2,se,2012-05-03 07:09:31+00:00
PROD262,G96,POLAND,1-739220189,Medium,Accepted,Olga,Org line C,In Progress,V3_2,ru,2012-05-03 07:28:02+00:00
PROD262,G96,POLAND,1-739220189,Medium,Accepted,Olga,Org line C,In Progress,V3_2,ru,2012-05-03 07:28:18+00:00
PROD262,G96,POLAND,1-739220189,Medium,Accepted,Olga,Org line C,In Progress,V3_2,ru,2012-05-03 07:29:56+00:00
PROD262,R7,POLAND,1-739220189,Medium,Queued,Olga,Org line B,Awaiting Assignment,V3_2,ru,2012-05-03 07:30:16+00:00
PROD262,R7,RUSSIAN FEDERATION,1-739220189,Medium,Accepted,Andrey,Org line B,In Progress,V3_2,ru,2012-05-03 11:34:46+00:00
PROD262,R7,RUSSIAN FEDERATION,1-739220189,Medium,Completed,Andrey,Org line B,Resolved,V3_2,ru,2012-05-03 11:37:21+00:00
PROD262,R7,0,1-739220189,Medium,Completed,Siebel,Org line B,Closed,V3_2,ru,2012-05-10 23:19:17+00:00
PROD319,G51 2nd,INDIA,1-739220670,High,Accepted,Pandiarajan,Org line G4,In Progress,UNKNOWN,se,2012-05-03 08:31:07+00:00
PROD319,G51 2nd,INDIA,1-739220670,High,Accepted,Pandiarajan,Org line G4,In Progress,UNKNOWN,se,2012-05-03 08:31:24+00:00
PROD319,G51 2nd,INDIA,1-739220670,High,Completed,Pandiarajan,Org line G4,Resolved,UNKNOWN,se,2012-05-03 08:31:27+00:00
PROD319,G51 2nd,INDIA,1-739220670,High,Completed,Pandiarajan,Org line G4,Resolved,UNKNOWN,se,2012-05-03 08:31:35+00:00
PROD319,G51 2nd,0,1-739220670,High,Completed,Siebel,Org line G4,Closed,UNKNOWN,se,2012-05-10 23:18:55+00:00
PROD329,D8,POLAND,1-739349568,Medium,Accepted,Marcin,Org line A2,In Progress,A2_1,pl,2012-05-03 10:08:14+00:00
PROD329,D8,POLAND,1-739349568,Medium,Accepted,Marcin,Org line A2,In Progress,A2_1,pl,2012-05-03 10:08:16+00:00
PROD329,D8,POLAND,1-739349568,Medium,Completed,Marcin,Org line A2,In Call,A2_1,pl,2012-05-03 10:11:03+00:00
PROD424,G96,INDIA,1-739368865,Low,Accepted,Sudhir,Org line C,In Progress,V3_2,pl,2012-05-03 11:50:29+00:00
PROD424,G96,INDIA,1-739368865,Low,Accepted,Sudhir,Org line C,In Progress,V3_2,pl,2012-05-03 11:50:58+00:00
PROD424,G96,INDIA,1-739368865,Low,Completed,Sudhir,Org line C,In Call,V3_2,pl,2012-05-03 12:06:31+00:00
PROD180,D6,Belgium,1-739390405,Medium,Accepted,Alexandre,Org line C,In Progress,A2_1,be,2012-05-03 11:38:28+00:00
PROD180,D6,Belgium,1-739390405,Medium,Accepted,Alexandre,Org line C,In Progress,A2_1,be,2012-05-03 11:38:33+00:00
PROD180,G26 2nd,Belgium,1-739390405,Medium,Queued,Alexandre,Org line A2,Awaiting Assignment,A2_1,be,2012-05-03 11:44:17+00:00
PROD180,G26 2nd,Sweden,1-739390405,Medium,Accepted,Stellan,Org line A2,In Progress,A2_1,be,2012-05-03 12:32:40+00:00
PROD180,D6,Sweden,1-739390405,Medium,Queued,Stellan,Org line C,Awaiting Assignment,A2_1,be,2012-05-03 12:50:38+00:00
PROD180,D6,Belgium,1-739390405,Medium,Accepted,Alexandre,Org line C,In Progress,A2_1,be,2012-05-03 12:59:21+00:00
PROD180,D6,Belgium,1-739390405,Medium,Accepted,Alexandre,Org line C,Wait - User,A2_1,be,2012-05-03 12:59:51+00:00
PROD180,D6,Belgium,1-739390405,Medium,Completed,Alexandre,Org line C,Resolved,A2_1,be,2012-05-03 13:02:30+00:00
PROD180,D6,0,1-739390405,Medium,Completed,Siebel,Org line C,Closed,A2_1,be,2012-05-03 23:03:09+00:00
PROD424,D2,Belgium,1-739400347,Low,Accepted,Evy,Org line C,In Progress,A2_1,be,2012-05-03 10:43:31+00:00
PROD424,D2,Belgium,1-739400347,Low,Accepted,Evy,Org line C,In Progress,A2_1,be,2012-05-03 10:43:59+00:00
PROD424,G297,Belgium,1-739400347,Low,Queued,Evy,Org line C,Awaiting Assignment,V3_2,be,2012-05-03 10:47:21+00:00
PROD424,G297,Belgium,1-739400347,Low,Accepted,Sonny,Org line C,In Progress,V3_2,be,2012-05-03 14:50:27+00:00
PROD424,G297,Belgium,1-739400347,Low,Accepted,Sonny,Org line C,In Progress,V3_2,be,2012-05-03 14:50:31+00:00
PROD424,G297,Belgium,1-739400347,Low,Accepted,Sonny,Org line C,Wait - User,V3_2,be,2012-05-03 15:01:33+00:00
PROD424,G297,Belgium,1-739400347,Low,Accepted,Sonny,Org line C,Wait - Implementation,V3_2,be,2012-05-03 15:24:23+00:00
PROD424,G297,Belgium,1-739400347,Low,Completed,Sonny,Org line C,Resolved,V3_2,be,2012-05-08 06:59:50+00:00
PROD424,G297,0,1-739400347,Low,Completed,Siebel,Org line C,Closed,V3_2,be,2012-05-08 23:08:58+00:00
PROD264,S42,Sweden,1-739407437,Medium,Accepted,Tobias,Org line C,In Progress,V3_2,SE,2012-05-03 10:36:00+00:00
PROD264,S42,Sweden,1-739407437,Medium,Accepted,Tobias,Org line C,In Progress,V3_2,SE,2012-05-03 10:37:00+00:00
PROD264,G146 2nd,Sweden,1-739407437,Medium,Queued,Tobias,Org line C,Awaiting Assignment,E_10,SE,2012-05-03 10:43:23+00:00
PROD264,G146 2nd,Sweden,1-739407437,Medium,Accepted,Fredrik,Org line C,In Progress,E_10,SE,2012-05-03 10:45:26+00:00
PROD264,C1,Sweden,1-739407437,Medium,Queued,Fredrik,Other,Awaiting Assignment,UNKNOWN,SE,2012-05-03 10:54:57+00:00
PROD264,C1,Sweden,1-739407437,Medium,Accepted,Pekka,Other,In Progress,UNKNOWN,SE,2012-05-03 10:56:41+00:00
PROD264,C1,Sweden,1-739407437,Medium,Completed,Pekka,Other,Resolved,UNKNOWN,SE,2012-05-03 14:55:30+00:00
PROD264,C1,0,1-739407437,Medium,Completed,Siebel,Other,Closed,UNKNOWN,SE,2012-05-10 23:18:09+00:00
PROD379,G311,Belgium,1-739425301,Medium,Queued,Joeri,Org line C,Awaiting Assignment,V3_2,pl,2012-05-03 15:02:01+00:00
