case:concept:name,concept:name,time:timestamp,human_resource,org:role,client,lifecycle:transition,concept:instance
Case 3714,Closed,2012-01-25 15:01:06,Value 5,Value 1,Value 174,complete,i_294
Case 3723,Assign seriousness,2011-11-14 10:01:51,Value 4,Value 2,Value 92,start,i_295
Case 3723,Assign seriousness,2011-11-14 10:01:51,Value 4,Value 2,Value 92,complete,i_295
Case 3723,Take in charge ticket,2011-11-14 13:54:35,Value 6,Value 2,Value 92,start,i_296
Case 3723,Take in charge ticket,2011-11-14 13:54:35,Value 6,Value 2,Value 92,complete,i_296
Case 3723,Resolve ticket,2011-11-14 14:18:21,Value 6,Value 2,Value 92,start,i_297
Case 3723,Resolve ticket,2011-11-14 14:18:21,Value 6,Value 2,Value 92,complete,i_297
Case 3723,Closed,2012-01-12 10:10:36,Value 5,Value 2,Value 92,start,i_298
Case 3723,Closed,2012-01-12 10:10:36,Value 5,Value 2,Value 92,complete,i_298
Case 3754,Assign seriousness,2011-10-27 15:21:46,Value 1,Value 1,Value 13,start,i_299
Case 3754,Assign seriousness,2011-10-27 15:21:46,Value 1,Value 1,Value 13,complete,i_299
Case 3754,Resolve ticket,2011-10-28 09:32:48,Value 13,Value 1,Value 13,start,i_300
Case 3754,Resolve ticket,2011-10-28 09:32:48,Value 13,Value 1,Value 13,complete,i_300
Case 3754,Closed,2011-12-04 16:30:25,Value 5,Value 1,Value 13,start,i_301
Case 3754,Closed,2011-12-04 16:30:25,Value 5,Value 1,Value 13,complete,i_301
Case 377,Assign seriousness,2011-12-16 14:59:08,Value 9,Value 1,Value 125,start,i_302
Case 377,Assign seriousness,2011-12-16 14:59:08,Value 9,Value 1,Value 125,complete,i_302
Case 377,Take in charge ticket,2011-12-19 11:09:41,Value 13,Value 1,Value 125,start,i_303
Case 377,Take in charge ticket,2011-12-19 11:09:41,Value 13,Value 1,Value 125,complete,i_303
Case 377,Resolve ticket,2012-01-13 15:22:13,Value 13,Value 1,Value 125,start,i_304
Case 377,Resolve ticket,2012-01-13 15:22:13,Value 13,Value 1,Value 125,complete,i_304
Case 377,Closed,2012-01-28 15:22:39,Value 5,Value 1,Value 125,start,i_305
Case 377,Closed,2012-01-28 15:22:39,Value 5,Value 1,Value 125,complete,i_305
Case 3825,Assign seriousness,2012-06-13 15:01:29,Value 4,Value 1,Value 123,start,i_306
Case 3825,Assign seriousness,2012-06-13 15:01:29,Value 4,Value 1,Value 123,complete,i_306
Case 3825,Take in charge ticket,2012-06-14 13:51:11,Value 9,Value 1,Value 123,start,i_307
Case 3825,Take in charge ticket,2012-06-14 13:51:11,Value 9,Value 1,Value 123,complete,i_307
Case 3825,Resolve ticket,2012-06-14 15:50:50,Value 9,Value 1,Value 123,start,i_308
Case 3825,Resolve ticket,2012-06-14 15:50:50,Value 9,Value 1,Value 123,complete,i_308
Case 3825,Closed,2012-07-21 15:10:13,Value 5,Value 1,Value 123,start,i_309
Case 3825,Closed,2012-07-21 15:10:13,Value 5,Value 1,Value 123,complete,i_309
Case 3830,Assign seriousness,2011-10-24 15:18:05,Value 1,Value 1,Value 241,start,i_310
Case 3830,Assign seriousness,2011-10-24 15:18:05,Value 1,Value 1,Value 241,complete,i_310
Case 3830,Take in charge ticket,2011-10-25 07:09:32,Value 2,Value 1,Value 241,start,i_311
Case 3830,Take in charge ticket,2011-10-25 07:09:32,Value 2,Value 1,Value 241,complete,i_311
Case 3830,Resolve ticket,2011-11-07 08:20:27,Value 2,Value 1,Value 241,start,i_312
Case 3830,Resolve ticket,2011-11-07 08:20:27,Value 2,Value 1,Value 241,complete,i_312
Case 3830,Closed,2011-11-24 16:20:15,Value 5,Value 1,Value 241,start,i_313
Case 3830,Closed,2011-11-24 16:20:15,Value 5,Value 1,Value 241,complete,i_313
Case 3862,Assign seriousness,2012-07-09 09:04:31,Value 1,Value 1,Value 3,start,i_314
Case 3862,Assign seriousness,2012-07-09 09:04:31,Value 1,Value 1,Value 3,complete,i_314
Case 3862,Take in charge ticket,2012-07-09 09:04:40,Value 1,Value 1,Value 3,start,i_315
Case 3862,Take in charge ticket,2012-07-09 09:04:40,Value 1,Value 1,Value 3,complete,i_315
Case 3862,Resolve ticket,2012-07-10 08:59:17,Value 1,Value 1,Value 3,start,i_316
Case 3862,Resolve ticket,2012-07-10 08:59:17,Value 1,Value 1,Value 3,complete,i_316
Case 3862,Closed,2012-08-09 09:10:18,Value 5,Value 1,Value 3,start,i_317
Case 3862,Closed,2012-08-09 09:10:18,Value 5,Value 1,Value 3,complete,i_317
Case 3915,Assign seriousness,2011-03-25 08:46:21,Value 8,Value 1,Value 5,start,i_318
Case 3915,Assign seriousness,2011-03-25 08:46:21,Value 8,Value 1,Value 5,complete,i_318
Case 3915,Take in charge ticket,2011-03-25 08:55:10,Value 8,Value 1,Value 5,start,i_319
Case 3915,Take in charge ticket,2011-03-25 08:55:10,Value 8,Value 1,Value 5,complete,i_319
Case 3915,Resolve ticket,2011-03-25 15:06:18,Value 2,Value 1,Value 5,start,i_320
Case 3915,Resolve ticket,2011-03-25 15:06:18,Value 2,Value 1,Value 5,complete,i_320
Case 3915,Closed,2011-05-19 07:51:09,Value 5,Value 1,Value 5,start,i_321
Case 3915,Closed,2011-05-19 07:51:09,Value 5,Value 1,Value 5,complete,i_321
Case 3917,Assign seriousness,2010-08-30 11:02:28,Value 9,Value 2,Value 35,start,i_322
Case 3917,Assign seriousness,2010-08-30 11:02:28,Value 9,Value 2,Value 35,complete,i_322
Case 3917,Assign seriousness,2010-08-30 15:36:09,Value 2,Value 2,Value 35,start,i_323
Case 3917,Assign seriousness,2010-08-30 15:36:09,Value 2,Value 2,Value 35,complete,i_323
Case 3917,Take in charge ticket,2010-09-01 15:03:24,Value 11,Value 2,Value 35,start,i_324
Case 3917,Take in charge ticket,2010-09-01 15:03:24,Value 11,Value 2,Value 35,complete,i_324
Case 3917,Resolve ticket,2010-09-01 15:05:55,Value 11,Value 2,Value 35,start,i_325
Case 3917,Resolve ticket,2010-09-01 15:05:55,Value 11,Value 2,Value 35,complete,i_325
Case 3917,Closed,2010-10-06 11:00:39,Value 5,Value 2,Value 35,start,i_326
Case 3917,Closed,2010-10-06 11:00:39,Value 5,Value 2,Value 35,complete,i_326
Case 3927,Assign seriousness,2012-05-24 10:38:13,Value 1,Value 2,Value 92,start,i_327
Case 3927,Assign seriousness,2012-05-24 10:38:13,Value 1,Value 2,Value 92,complete,i_327
Case 3927,Take in charge ticket,2012-05-24 15:42:36,Value 12,Value 2,Value 92,start,i_328
Case 3927,Take in charge ticket,2012-05-24 15:42:36,Value 12,Value 2,Value 92,complete,i_328
Case 3927,Resolve ticket,2012-05-24 15:43:18,Value 12,Value 2,Value 92,start,i_329
Case 3927,Resolve ticket,2012-05-24 15:43:18,Value 12,Value 2,Value 92,complete,i_329
Case 3927,Closed,2012-07-07 10:41:07,Value 5,Value 2,Value 92,start,i_330
Case 3927,Closed,2012-07-07 10:41:07,Value 5,Value 2,Value 92,complete,i_330
Case 3974,Assign seriousness,2013-04-24 10:46:12,Value 14,Value 1,Value 59,start,i_331
Case 3974,Assign seriousness,2013-04-24 10:46:12,Value 14,Value 1,Value 59,complete,i_331
Case 3974,Take in charge ticket,2013-05-09 07:37:13,Value 2,Value 1,Value 59,start,i_332
Case 3974,Take in charge ticket,2013-05-09 07:37:13,Value 2,Value 1,Value 59,complete,i_332
Case 3974,Wait,2013-05-10 07:28:04,Value 4,Value 1,Value 59,start,i_333
Case 3974,Wait,2013-05-10 07:28:04,Value 4,Value 1,Value 59,complete,i_333
Case 3974,Resolve ticket,2013-05-10 10:03:46,Value 4,Value 1,Value 59,start,i_334
Case 3974,Resolve ticket,2013-05-10 10:03:46,Value 4,Value 1,Value 59,complete,i_334
Case 3974,Closed,2013-05-25 10:04:03,Value 3,Value 1,Value 59,start,i_335
Case 3974,Closed,2013-05-25 10:04:03,Value 3,Value 1,Value 59,complete,i_335
Case 3995,Assign seriousness,2012-02-16 10:45:32,Value 13,Value 1,Value 320,start,i_336
Case 3995,Assign seriousness,2012-02-16 10:45:32,Value 13,Value 1,Value 320,complete,i_336
Case 3995,Take in charge ticket,2012-02-16 10:45:41,Value 13,Value 1,Value 320,start,i_337
Case 3995,Take in charge ticket,2012-02-16 10:45:41,Value 13,Value 1,Value 320,complete,i_337
Case 3995,Wait,2012-02-16 10:46:23,Value 13,Value 1,Value 320,start,i_338
Case 3995,Wait,2012-02-16 10:46:23,Value 13,Value 1,Value 320,complete,i_338
Case 3995,Resolve ticket,2012-02-16 11:19:37,Value 13,Value 1,Value 320,start,i_339
Case 3995,Resolve ticket,2012-02-16 11:19:37,Value 13,Value 1,Value 320,complete,i_339
Case 3995,Closed,2012-03-22 11:21:26,Value 5,Value 1,Value 320,start,i_340
Case 3995,Closed,2012-03-22 11:21:26,Value 5,Value 1,Value 320,complete,i_340
Case 4094,Assign seriousness,2011-02-10 16:14:57,Value 8,Value 2,Value 9,start,i_341
Case 4094,Assign seriousness,2011-02-10 16:14:57,Value 8,Value 2,Value 9,complete,i_341
Case 4094,Take in charge ticket,2011-02-14 11:03:41,Value 12,Value 2,Value 9,start,i_342
Case 4094,Take in charge ticket,2011-02-14 11:03:41,Value 12,Value 2,Value 9,complete,i_342
Case 4094,Resolve ticket,2011-03-02 13:25:05,Value 12,Value 2,Value 9,start,i_343
Case 4094,Resolve ticket,2011-03-02 13:25:05,Value 12,Value 2,Value 9,complete,i_343
Case 4094,Closed,2011-04-01 12:25:23,Value 5,Value 2,Value 9,start,i_344
Case 4094,Closed,2011-04-01 12:25:23,Value 5,Value 2,Value 9,complete,i_344
Case 4150,Assign seriousness,2010-06-16 13:27:22,Value 15,Value 1,Value 73,start,i_345
Case 4150,Assign seriousness,2010-06-16 13:27:22,Value 15,Value 1,Value 73,complete,i_345
Case 4150,Wait,2010-06-21 09:53:33,Value 12,Value 1,Value 73,start,i_346
Case 4150,Wait,2010-06-21 09:53:33,Value 12,Value 1,Value 73,complete,i_346
Case 4150,Take in charge ticket,2010-06-23 15:00:18,Value 2,Value 1,Value 73,start,i_347
Case 4150,Take in charge ticket,2010-06-23 15:00:18,Value 2,Value 1,Value 73,complete,i_347
Case 4150,Resolve ticket,2010-07-02 14:06:43,Value 9,Value 1,Value 73,start,i_348
Case 4150,Resolve ticket,2010-07-02 14:06:43,Value 9,Value 1,Value 73,complete,i_348
Case 4150,Closed,2010-07-17 14:06:54,Value 5,Value 1,Value 73,start,i_349
Case 4150,Closed,2010-07-17 14:06:54,Value 5,Value 1,Value 73,complete,i_349
Case 417,Assign seriousness,2012-04-03 16:21:42,Value 13,Value 1,Value 138,start,i_350
Case 417,Assign seriousness,2012-04-03 16:21:42,Value 13,Value 1,Value 138,complete,i_350
Case 417,Take in charge ticket,2012-04-04 14:04:39,Value 4,Value 1,Value 138,start,i_351
Case 417,Take in charge ticket,2012-04-04 14:04:39,Value 4,Value 1,Value 138,complete,i_351
Case 417,Wait,2012-04-06 07:21:38,Value 2,Value 1,Value 138,start,i_352
Case 417,Wait,2012-04-06 07:21:38,Value 2,Value 1,Value 138,complete,i_352
Case 417,Resolve ticket,2012-04-16 12:36:10,Value 2,Value 1,Value 138,start,i_353
Case 417,Resolve ticket,2012-04-16 12:36:10,Value 2,Value 1,Value 138,complete,i_353
Case 417,Closed,2012-05-05 12:20:25,Value 5,Value 1,Value 138,start,i_354
Case 417,Closed,2012-05-05 12:20:25,Value 5,Value 1,Value 138,complete,i_354
Case 4179,Assign seriousness,2011-02-22 15:08:20,Value 13,Value 2,Value 9,start,i_355
Case 4179,Assign seriousness,2011-02-22 15:08:20,Value 13,Value 2,Value 9,complete,i_355
Case 4179,Assign seriousness,2011-02-22 16:19:22,Value 13,Value 2,Value 9,start,i_356
Case 4179,Assign seriousness,2011-02-22 16:19:22,Value 13,Value 2,Value 9,complete,i_356
Case 4179,Take in charge ticket,2011-03-01 07:59:58,Value 11,Value 2,Value 9,start,i_357
Case 4179,Take in charge ticket,2011-03-01 07:59:58,Value 11,Value 2,Value 9,complete,i_357
Case 4179,Resolve ticket,2011-03-01 08:06:13,Value 11,Value 2,Value 9,start,i_358
Case 4179,Resolve ticket,2011-03-01 08:06:13,Value 11,Value 2,Value 9,complete,i_358
Case 4179,Closed,2011-04-07 14:10:16,Value 5,Value 2,Value 9,start,i_359
Case 4179,Closed,2011-04-07 14:10:16,Value 5,Value 2,Value 9,complete,i_359
Case 4230,Assign seriousness,2012-06-05 15:44:38,Value 1,Value 1,Value 251,start,i_360
Case 4230,Assign seriousness,2012-06-05 15:44:38,Value 1,Value 1,Value 251,complete,i_360
Case 4230,Take in charge ticket,2012-06-06 07:01:59,Value 2,Value 1,Value 251,start,i_361
Case 4230,Take in charge ticket,2012-06-06 07:01:59,Value 2,Value 1,Value 251,complete,i_361
Case 4230,Wait,2012-06-18 13:39:39,Value 2,Value 1,Value 251,start,i_362
Case 4230,Wait,2012-06-18 13:39:39,Value 2,Value 1,Value 251,complete,i_362
Case 4230,Resolve ticket,2012-07-12 08:49:20,Value 2,Value 1,Value 251,start,i_363
Case 4230,Resolve ticket,2012-07-12 08:49:20,Value 2,Value 1,Value 251,complete,i_363
Case 4230,Closed,2012-07-27 08:49:28,Value 5,Value 1,Value 251,start,i_364
Case 4230,Closed,2012-07-27 08:49:28,Value 5,Value 1,Value 251,complete,i_364
Case 4260,Assign seriousness,2012-04-20 10:18:54,Value 9,Value 2,Value 8,start,i_365
Case 4260,Assign seriousness,2012-04-20 10:18:54,Value 9,Value 2,Value 8,complete,i_365
Case 4260,Take in charge ticket,2012-04-20 11:55:36,Value 6,Value 2,Value 8,start,i_366
Case 4260,Take in charge ticket,2012-04-20 11:55:36,Value 6,Value 2,Value 8,complete,i_366
Case 4260,Resolve ticket,2012-05-08 11:16:27,Value 16,Value 2,Value 8,start,i_367
Case 4260,Resolve ticket,2012-05-08 11:16:27,Value 16,Value 2,Value 8,complete,i_367
Case 4260,Closed,2012-05-23 11:16:34,Value 5,Value 2,Value 8,start,i_368
Case 4260,Closed,2012-05-23 11:16:34,Value 5,Value 2,Value 8,complete,i_368
Case 4275,Assign seriousness,2010-06-10 10:41:37,Value 2,Value 1,Value 303,start,i_369
Case 4275,Assign seriousness,2010-06-10 10:41:37,Value 2,Value 1,Value 303,complete,i_369
Case 4275,Take in charge ticket,2010-06-10 13:52:20,Value 2,Value 1,Value 303,start,i_370
Case 4275,Take in charge ticket,2010-06-10 13:52:20,Value 2,Value 1,Value 303,complete,i_370
Case 4275,Wait,2010-06-14 09:03:44,Value 2,Value 1,Value 303,start,i_371
Case 4275,Wait,2010-06-14 09:03:44,Value 2,Value 1,Value 303,complete,i_371
Case 4275,Take in charge ticket,2010-06-28 09:51:48,Value 2,Value 1,Value 303,start,i_372
Case 4275,Take in charge ticket,2010-06-28 09:51:48,Value 2,Value 1,Value 303,complete,i_372
Case 4275,Resolve ticket,2010-06-28 09:51:55,Value 2,Value 1,Value 303,start,i_373
Case 4275,Resolve ticket,2010-06-28 09:51:55,Value 2,Value 1,Value 303,complete,i_373
Case 4275,Closed,2010-07-13 10:50:30,Value 5,Value 1,Value 303,start,i_374
Case 4275,Closed,2010-07-13 10:50:30,Value 5,Value 1,Value 303,complete,i_374
Case 4309,Assign seriousness,2012-06-11 07:12:31,Value 1,Value 1,Value 309,start,i_375
Case 4309,Assign seriousness,2012-06-11 07:12:31,Value 1,Value 1,Value 309,complete,i_375
Case 4309,Take in charge ticket,2012-06-20 13:45:36,Value 2,Value 1,Value 309,start,i_376
Case 4309,Take in charge ticket,2012-06-20 13:45:36,Value 2,Value 1,Value 309,complete,i_376
Case 4309,Wait,2012-06-25 15:30:13,Value 2,Value 1,Value 309,start,i_377
Case 4309,Wait,2012-06-25 15:30:13,Value 2,Value 1,Value 309,complete,i_377
Case 4309,Resolve ticket,2012-06-26 07:06:00,Value 2,Value 1,Value 309,start,i_378
Case 4309,Resolve ticket,2012-06-26 07:06:00,Value 2,Value 1,Value 309,complete,i_378
Case 4309,Closed,2012-07-12 08:00:23,Value 5,Value 1,Value 309,start,i_379
Case 4309,Closed,2012-07-12 08:00:23,Value 5,Value 1,Value 309,complete,i_379
Case 4340,Assign seriousness,2012-01-13 13:19:41,Value 1,Value 1,Value 49,start,i_380
Case 4340,Assign seriousness,2012-01-13 13:19:41,Value 1,Value 1,Value 49,complete,i_380
Case 4340,Take in charge ticket,2012-01-13 13:21:36,Value 1,Value 1,Value 49,start,i_381
Case 4340,Take in charge ticket,2012-01-13 13:21:36,Value 1,Value 1,Value 49,complete,i_381
Case 4340,Resolve ticket,2012-01-13 13:30:55,Value 1,Value 1,Value 49,start,i_382
Case 4340,Resolve ticket,2012-01-13 13:30:55,Value 1,Value 1,Value 49,complete,i_382
Case 4340,Closed,2012-02-17 13:21:42,Value 5,Value 1,Value 49,start,i_383
Case 4340,Closed,2012-02-17 13:21:42,Value 5,Value 1,Value 49,complete,i_383
Case 4372,Assign seriousness,2012-03-07 10:56:15,Value 1,Value 1,Value 3,start,i_384
Case 4372,Assign seriousness,2012-03-07 10:56:15,Value 1,Value 1,Value 3,complete,i_384
Case 4372,Resolve ticket,2012-03-07 11:07:03,Value 1,Value 1,Value 3,start,i_385
Case 4372,Resolve ticket,2012-03-07 11:07:03,Value 1,Value 1,Value 3,complete,i_385
Case 4372,Closed,2012-04-07 10:02:08,Value 5,Value 1,Value 3,start,i_386
Case 4372,Closed,2012-04-07 10:02:08,Value 5,Value 1,Value 3,complete,i_386
Case 439,Assign seriousness,2012-02-01 08:30:27,Value 4,Value 1,Value 5,start,i_387
Case 439,Assign seriousness,2012-02-01 08:30:27,Value 4,Value 1,Value 5,complete,i_387
Case 439,Take in charge ticket,2012-02-09 17:05:23,Value 2,Value 1,Value 5,start,i_388
Case 439,Take in charge ticket,2012-02-09 17:05:23,Value 2,Value 1,Value 5,complete,i_388
Case 439,Resolve ticket,2012-02-15 10:07:50,Value 2,Value 1,Value 5,start,i_389
Case 439,Resolve ticket,2012-02-15 10:07:50,Value 2,Value 1,Value 5,complete,i_389
Case 439,Closed,2012-03-16 10:08:15,Value 5,Value 1,Value 5,start,i_390
Case 439,Closed,2012-03-16 10:08:15,Value 5,Value 1,Value 5,complete,i_390
Case 4421,Assign seriousness,2013-05-13 16:10:19,Value 14,Value 1,Value 99,start,i_391
Case 4421,Assign seriousness,2013-05-13 16:10:19,Value 14,Value 1,Value 99,complete,i_391
Case 4421,Take in charge ticket,2013-05-28 12:39:38,Value 9,Value 1,Value 99,start,i_392
Case 4421,Take in charge ticket,2013-05-28 12:39:38,Value 9,Value 1,Value 99,complete,i_392
Case 4421,Wait,2013-05-29 09:13:55,Value 9,Value 1,Value 99,start,i_393
Case 4421,Wait,2013-05-29 09:13:55,Value 9,Value 1,Value 99,complete,i_393
Case 4421,Resolve ticket,2013-06-03 15:33:25,Value 9,Value 1,Value 99,start,i_394
Case 4421,Resolve ticket,2013-06-03 15:33:25,Value 9,Value 1,Value 99,complete,i_394
Case 4421,Closed,2013-06-18 15:33:39,Value 3,Value 1,Value 99,start,i_395
Case 4421,Closed,2013-06-18 15:33:39,Value 3,Value 1,Value 99,complete,i_395
Case 4547,Assign seriousness,2012-07-18 15:08:39,Value 1,Value 1,Value 16,start,i_396
Case 4547,Assign seriousness,2012-07-18 15:08:39,Value 1,Value 1,Value 16,complete,i_396
Case 4547,Take in charge ticket,2012-07-18 15:10:24,Value 13,Value 1,Value 16,start,i_397
Case 4547,Take in charge ticket,2012-07-18 15:10:24,Value 13,Value 1,Value 16,complete,i_397
Case 4547,Resolve ticket,2012-07-23 10:10:59,Value 13,Value 1,Value 16,start,i_398
Case 4547,Resolve ticket,2012-07-23 10:10:59,Value 13,Value 1,Value 16,complete,i_398
Case 4547,Closed,2012-09-02 15:10:47,Value 5,Value 1,Value 16,start,i_399
Case 4547,Closed,2012-09-02 15:10:47,Value 5,Value 1,Value 16,complete,i_399
Case 479,Assign seriousness,2012-05-15 15:30:10,Value 1,Value 1,Value 22,start,i_400
Case 479,Assign seriousness,2012-05-15 15:30:10,Value 1,Value 1,Value 22,complete,i_400
Case 479,Resolve ticket,2012-05-16 07:06:18,Value 1,Value 1,Value 22,start,i_401
Case 479,Resolve ticket,2012-05-16 07:06:18,Value 1,Value 1,Value 22,complete,i_401
Case 479,Closed,2012-06-15 15:41:31,Value 5,Value 1,Value 22,start,i_402
Case 479,Closed,2012-06-15 15:41:31,Value 5,Value 1,Value 22,complete,i_402
Case 556,Assign seriousness,2012-07-05 09:23:18,Value 1,Value 1,Value 167,start,i_403
Case 556,Assign seriousness,2012-07-05 09:23:18,Value 1,Value 1,Value 167,complete,i_403
Case 556,Resolve ticket,2012-07-05 09:44:30,Value 1,Value 1,Value 167,start,i_404
Case 556,Resolve ticket,2012-07-05 09:44:30,Value 1,Value 1,Value 167,complete,i_404
Case 556,Closed,2012-08-07 09:30:11,Value 5,Value 1,Value 167,start,i_405
Case 556,Closed,2012-08-07 09:30:11,Value 5,Value 1,Value 167,complete,i_405
Case 568,Assign seriousness,2011-08-23 07:55:39,Value 13,Value 1,Value 18,start,i_406
Case 568,Assign seriousness,2011-08-23 07:55:39,Value 13,Value 1,Value 18,complete,i_406
Case 568,Take in charge ticket,2011-08-23 07:55:46,Value 13,Value 1,Value 18,start,i_407
Case 568,Take in charge ticket,2011-08-23 07:55:46,Value 13,Value 1,Value 18,complete,i_407
Case 568,Resolve ticket,2011-08-24 15:44:28,Value 13,Value 1,Value 18,start,i_408
Case 568,Resolve ticket,2011-08-24 15:44:28,Value 13,Value 1,Value 18,complete,i_408
Case 568,Closed,2011-10-10 08:00:42,Value 5,Value 1,Value 18,start,i_409
Case 568,Closed,2011-10-10 08:00:42,Value 5,Value 1,Value 18,complete,i_409
Case 585,Assign seriousness,2010-09-09 12:33:02,Value 19,Value 1,Value 201,start,i_410
Case 585,Assign seriousness,2010-09-09 12:33:02,Value 19,Value 1,Value 201,complete,i_410
Case 585,Take in charge ticket,2010-09-09 12:33:43,Value 19,Value 1,Value 201,start,i_411
Case 585,Take in charge ticket,2010-09-09 12:33:43,Value 19,Value 1,Value 201,complete,i_411
Case 585,Resolve ticket,2010-09-09 12:33:50,Value 19,Value 1,Value 201,start,i_412
Case 585,Resolve ticket,2010-09-09 12:33:50,Value 19,Value 1,Value 201,complete,i_412
Case 585,Closed,2010-10-23 12:40:33,Value 5,Value 1,Value 201,start,i_413
Case 585,Closed,2010-10-23 12:40:33,Value 5,Value 1,Value 201,complete,i_413
Case 643,Assign seriousness,2012-01-26 08:48:31,Value 1,Value 1,Value 51,start,i_414
Case 643,Assign seriousness,2012-01-26 08:48:31,Value 1,Value 1,Value 51,complete,i_414
Case 643,Take in charge ticket,2012-01-26 08:48:55,Value 1,Value 1,Value 51,start,i_415
Case 643,Take in charge ticket,2012-01-26 08:48:55,Value 1,Value 1,Value 51,complete,i_415
Case 643,Resolve ticket,2012-01-26 14:37:16,Value 1,Value 1,Value 51,start,i_416
Case 643,Resolve ticket,2012-01-26 14:37:16,Value 1,Value 1,Value 51,complete,i_416
Case 643,Closed,2012-02-28 08:50:28,Value 5,Value 1,Value 51,start,i_417
Case 643,Closed,2012-02-28 08:50:28,Value 5,Value 1,Value 51,complete,i_417
Case 70,Assign seriousness,2011-06-07 07:34:53,Value 8,Value 1,Value 48,start,i_418
Case 70,Assign seriousness,2011-06-07 07:34:53,Value 8,Value 1,Value 48,complete,i_418
Case 70,Take in charge ticket,2011-06-07 07:35:14,Value 8,Value 1,Value 48,start,i_419
Case 70,Take in charge ticket,2011-06-07 07:35:14,Value 8,Value 1,Value 48,complete,i_419
Case 70,Wait,2011-07-08 08:44:58,Value 2,Value 1,Value 48,start,i_420
Case 70,Wait,2011-07-08 08:44:58,Value 2,Value 1,Value 48,complete,i_420
Case 70,Resolve ticket,2011-07-12 07:00:36,Value 2,Value 1,Value 48,start,i_421
Case 70,Resolve ticket,2011-07-12 07:00:36,Value 2,Value 1,Value 48,complete,i_421
Case 70,Closed,2011-07-27 07:01:03,Value 5,Value 1,Value 48,start,i_422
Case 70,Closed,2011-07-27 07:01:03,Value 5,Value 1,Value 48,complete,i_422
Case 857,Assign seriousness,2012-05-14 12:54:35,Value 9,Value 1,Value 161,start,i_423
Case 857,Assign seriousness,2012-05-14 12:54:35,Value 9,Value 1,Value 161,complete,i_423
Case 857,Take in charge ticket,2012-05-14 13:05:09,Value 9,Value 1,Value 161,start,i_424
Case 857,Take in charge ticket,2012-05-14 13:05:09,Value 9,Value 1,Value 161,complete,i_424
Case 857,Wait,2012-05-21 14:47:00,Value 9,Value 1,Value 161,start,i_425
Case 857,Wait,2012-05-21 14:47:00,Value 9,Value 1,Value 161,complete,i_425
Case 857,Resolve ticket,2012-05-22 07:11:30,Value 9,Value 1,Value 161,start,i_426
Case 857,Resolve ticket,2012-05-22 07:11:30,Value 9,Value 1,Value 161,complete,i_426
Case 857,Closed,2012-06-14 14:30:17,Value 5,Value 1,Value 161,start,i_427
Case 857,Closed,2012-06-14 14:30:17,Value 5,Value 1,Value 161,complete,i_427
Case 9,Insert ticket,2010-05-07 13:02:21,Value 12,Value 1,Value 9,start,i_428
Case 9,Insert ticket,2010-05-07 13:02:21,Value 12,Value 1,Value 9,complete,i_428
Case 9,Assign seriousness,2010-05-07 13:02:34,Value 12,Value 1,Value 9,start,i_429
Case 9,Assign seriousness,2010-05-07 13:02:34,Value 12,Value 1,Value 9,complete,i_429
Case 9,Take in charge ticket,2010-05-24 10:26:28,Value 6,Value 1,Value 9,start,i_430
Case 9,Take in charge ticket,2010-05-24 10:26:28,Value 6,Value 1,Value 9,complete,i_430
Case 9,Resolve ticket,2010-05-25 15:35:44,Value 12,Value 1,Value 9,start,i_431
Case 9,Resolve ticket,2010-05-25 15:35:44,Value 12,Value 1,Value 9,complete,i_431
Case 9,Closed,2010-06-09 15:35:56,Value 5,Value 1,Value 9,start,i_432
Case 9,Closed,2010-06-09 15:35:56,Value 5,Value 1,Value 9,complete,i_432
Case 945,Assign seriousness,2011-09-27 10:35:27,Value 2,Value 1,Value 22,start,i_433
Case 945,Assign seriousness,2011-09-27 10:35:27,Value 2,Value 1,Value 22,complete,i_433
Case 945,Assign seriousness,2011-09-27 11:02:40,Value 9,Value 1,Value 22,start,i_434
Case 945,Assign seriousness,2011-09-27 11:02:40,Value 9,Value 1,Value 22,complete,i_434
Case 945,Take in charge ticket,2011-09-27 13:41:23,Value 9,Value 1,Value 22,start,i_435
Case 945,Take in charge ticket,2011-09-27 13:41:23,Value 9,Value 1,Value 22,complete,i_435
Case 945,Resolve ticket,2011-09-28 15:45:10,Value 9,Value 1,Value 22,start,i_436
Case 945,Resolve ticket,2011-09-28 15:45:10,Value 9,Value 1,Value 22,complete,i_436
Case 945,Closed,2011-11-12 11:40:32,Value 5,Value 1,Value 22,start,i_437
Case 945,Closed,2011-11-12 11:40:32,Value 5,Value 1,Value 22,complete,i_437
Case 965,Assign seriousness,2010-09-24 10:37:58,Value 9,Value 2,Value 162,start,i_438
Case 965,Assign seriousness,2010-09-24 10:37:58,Value 9,Value 2,Value 162,complete,i_438
Case 965,Take in charge ticket,2010-09-28 10:27:26,Value 6,Value 2,Value 162,start,i_439
Case 965,Take in charge ticket,2010-09-28 10:27:26,Value 6,Value 2,Value 162,complete,i_439
Case 965,Wait,2010-09-29 09:57:47,Value 12,Value 2,Value 162,start,i_440
Case 965,Wait,2010-09-29 09:57:47,Value 12,Value 2,Value 162,complete,i_440
Case 965,Take in charge ticket,2010-10-01 09:01:24,Value 12,Value 2,Value 162,start,i_441
Case 965,Take in charge ticket,2010-10-01 09:01:24,Value 12,Value 2,Value 162,complete,i_441
Case 965,Resolve ticket,2010-10-01 09:54:21,Value 12,Value 2,Value 162,start,i_442
